Notes,State,State Code,Year,Year Code,Cause of death,Cause of death Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths,Population,Crude Rate
,Arkansas,5,2020,2020,Malignant neoplasm without specification of site,C80,75-84 years,75-84,51,164712,31
,Arkansas,5,2020,2020,Malignant neoplasm without specification of site,C80,85+ years,85+,32,61105,52.4
,Arkansas,5,2020,2020,Non-Hodgkin lymphoma large cell (diffuse),C83.3,65-74 years,65-74,18,310489,Unreliable
,Arkansas,5,2020,2020,Non-Hodgkin lymphoma large cell (diffuse),C83.3,75-84 years,75-84,18,164712,Unreliable
,Arkansas,5,2020,2020,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,65-74 years,65-74,10,310489,Unreliable
,Arkansas,5,2020,2020,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,75-84 years,75-84,22,164712,13.4
,Arkansas,5,2020,2020,"Non-Hodgkin lymphoma, unspecified type",C85.9,65-74 years,65-74,17,310489,Unreliable
,Arkansas,5,2020,2020,"Non-Hodgkin lymphoma, unspecified type",C85.9,75-84 years,75-84,22,164712,13.4
,Arkansas,5,2020,2020,"Non-Hodgkin lymphoma, unspecified type",C85.9,85+ years,85+,11,61105,Unreliable
,Arkansas,5,2020,2020,Multiple myeloma - Malignant neoplasms,C90.0,65-74 years,65-74,38,310489,12.2
,Arkansas,5,2020,2020,Multiple myeloma - Malignant neoplasms,C90.0,75-84 years,75-84,38,164712,23.1
,Arkansas,5,2020,2020,Multiple myeloma - Malignant neoplasms,C90.0,85+ years,85+,10,61105,Unreliable
,Arkansas,5,2020,2020,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,75-84 years,75-84,16,164712,Unreliable
,Arkansas,5,2020,2020,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,85+ years,85+,11,61105,Unreliable
,Arkansas,5,2020,2020,Acute myeloid leukaemia - Malignant neoplasms,C92.0,65-74 years,65-74,27,310489,8.7
,Arkansas,5,2020,2020,Acute myeloid leukaemia - Malignant neoplasms,C92.0,75-84 years,75-84,26,164712,15.8
,Arkansas,5,2020,2020,Acute myeloid leukaemia - Malignant neoplasms,C92.0,85+ years,85+,13,61105,Unreliable
,Arkansas,5,2020,2020,"Leukaemia, unspecified - Malignant neoplasms",C95.9,65-74 years,65-74,11,310489,Unreliable
,Arkansas,5,2020,2020,"Leukaemia, unspecified - Malignant neoplasms",C95.9,75-84 years,75-84,15,164712,Unreliable
,Arkansas,5,2020,2020,"Leukaemia, unspecified - Malignant neoplasms",C95.9,85+ years,85+,10,61105,Unreliable
,Arkansas,5,2020,2020,Malignant neoplasms of independent (primary) multiple sites,C97,65-74 years,65-74,32,310489,10.3
,Arkansas,5,2020,2020,Malignant neoplasms of independent (primary) multiple sites,C97,75-84 years,75-84,42,164712,25.5
,Arkansas,5,2020,2020,Malignant neoplasms of independent (primary) multiple sites,C97,85+ years,85+,21,61105,34.4
,Arkansas,5,2020,2020,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,65-74 years,65-74,12,310489,Unreliable
,Arkansas,5,2020,2020,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,75-84 years,75-84,27,164712,16.4
,Arkansas,5,2020,2020,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,85+ years,85+,15,61105,Unreliable
,California,6,2019,2019,"Tongue, unspecified - Malignant neoplasms",C02.9,65-74 years,65-74,73,3386670,2.2
,California,6,2019,2019,"Tongue, unspecified - Malignant neoplasms",C02.9,75-84 years,75-84,53,1701599,3.1
,California,6,2019,2019,"Tongue, unspecified - Malignant neoplasms",C02.9,85+ years,85+,34,749846,4.5
,California,6,2019,2019,"Mouth, unspecified - Malignant neoplasms",C06.9,65-74 years,65-74,28,3386670,0.8
,California,6,2019,2019,"Mouth, unspecified - Malignant neoplasms",C06.9,75-84 years,75-84,20,1701599,1.2
,California,6,2019,2019,"Mouth, unspecified - Malignant neoplasms",C06.9,85+ years,85+,28,749846,3.7
,California,6,2019,2019,Malignant neoplasm of parotid gland,C07,65-74 years,65-74,22,3386670,0.6
,California,6,2019,2019,Malignant neoplasm of parotid gland,C07,75-84 years,75-84,26,1701599,1.5
,California,6,2019,2019,Malignant neoplasm of parotid gland,C07,85+ years,85+,22,749846,2.9
,California,6,2019,2019,"Major salivary gland, unspecified - Malignant neoplasms",C08.9,65-74 years,65-74,12,3386670,Unreliable
,California,6,2019,2019,"Tonsil, unspecified - Malignant neoplasms",C09.9,65-74 years,65-74,47,3386670,1.4
,California,6,2019,2019,"Tonsil, unspecified - Malignant neoplasms",C09.9,75-84 years,75-84,20,1701599,1.2
,California,6,2019,2019,"Oropharynx, unspecified - Malignant neoplasms",C10.9,65-74 years,65-74,26,3386670,0.8
,California,6,2019,2019,"Oropharynx, unspecified - Malignant neoplasms",C10.9,75-84 years,75-84,26,1701599,1.5
,California,6,2019,2019,"Oropharynx, unspecified - Malignant neoplasms",C10.9,85+ years,85+,11,749846,Unreliable
,California,6,2019,2019,"Nasopharynx, unspecified - Malignant neoplasms",C11.9,65-74 years,65-74,28,3386670,0.8
,California,6,2019,2019,"Nasopharynx, unspecified - Malignant neoplasms",C11.9,75-84 years,75-84,20,1701599,1.2
,California,6,2019,2019,"Nasopharynx, unspecified - Malignant neoplasms",C11.9,85+ years,85+,13,749846,Unreliable
,California,6,2019,2019,"Hypopharynx, unspecified - Malignant neoplasms",C13.9,65-74 years,65-74,17,3386670,Unreliable
,California,6,2019,2019,"Hypopharynx, unspecified - Malignant neoplasms",C13.9,75-84 years,75-84,11,1701599,Unreliable
,California,6,2019,2019,"Pharynx, unspecified - Malignant neoplasms",C14.0,65-74 years,65-74,39,3386670,1.2
,California,6,2019,2019,"Pharynx, unspecified - Malignant neoplasms",C14.0,75-84 years,75-84,27,1701599,1.6
,California,6,2019,2019,"Pharynx, unspecified - Malignant neoplasms",C14.0,85+ years,85+,16,749846,Unreliable
,California,6,2019,2019,"Oesophagus, unspecified - Malignant neoplasms",C15.9,65-74 years,65-74,453,3386670,13.4
,California,6,2019,2019,"Oesophagus, unspecified - Malignant neoplasms",C15.9,75-84 years,75-84,350,1701599,20.6
,California,6,2019,2019,"Oesophagus, unspecified - Malignant neoplasms",C15.9,85+ years,85+,192,749846,25.6
,California,6,2019,2019,Cardia - Malignant neoplasms,C16.0,65-74 years,65-74,45,3386670,1.3
,California,6,2019,2019,Cardia - Malignant neoplasms,C16.0,75-84 years,75-84,22,1701599,1.3
,California,6,2019,2019,Cardia - Malignant neoplasms,C16.0,85+ years,85+,18,749846,Unreliable
,California,6,2019,2019,"Stomach, unspecified - Malignant neoplasms",C16.9,65-74 years,65-74,343,3386670,10.1
,California,6,2019,2019,"Stomach, unspecified - Malignant neoplasms",C16.9,75-84 years,75-84,332,1701599,19.5
,California,6,2019,2019,"Stomach, unspecified - Malignant neoplasms",C16.9,85+ years,85+,271,749846,36.1
,California,6,2019,2019,Duodenum - Malignant neoplasms,C17.0,65-74 years,65-74,22,3386670,0.6
,California,6,2019,2019,Duodenum - Malignant neoplasms,C17.0,75-84 years,75-84,34,1701599,2
,California,6,2019,2019,Duodenum - Malignant neoplasms,C17.0,85+ years,85+,34,749846,4.5
,California,6,2019,2019,"Small intestine, unspecified - Malignant neoplasms",C17.9,75-84 years,75-84,10,1701599,Unreliable
,California,6,2019,2019,"Small intestine, unspecified - Malignant neoplasms",C17.9,85+ years,85+,10,749846,Unreliable
,California,6,2019,2019,Caecum - Malignant neoplasms,C18.0,65-74 years,65-74,16,3386670,Unreliable
,California,6,2019,2019,Caecum - Malignant neoplasms,C18.0,75-84 years,75-84,21,1701599,1.2
,California,6,2019,2019,Caecum - Malignant neoplasms,C18.0,85+ years,85+,21,749846,2.8
,California,6,2019,2019,Appendix - Malignant neoplasms,C18.1,65-74 years,65-74,24,3386670,0.7
,California,6,2019,2019,Appendix - Malignant neoplasms,C18.1,75-84 years,75-84,15,1701599,Unreliable
,California,6,2019,2019,Ascending colon - Malignant neoplasms,C18.2,75-84 years,75-84,11,1701599,Unreliable
,California,6,2019,2019,Ascending colon - Malignant neoplasms,C18.2,85+ years,85+,11,749846,Unreliable
,California,6,2019,2019,Sigmoid colon - Malignant neoplasms,C18.7,65-74 years,65-74,28,3386670,0.8
,California,6,2019,2019,Sigmoid colon - Malignant neoplasms,C18.7,75-84 years,75-84,18,1701599,Unreliable
,California,6,2019,2019,Sigmoid colon - Malignant neoplasms,C18.7,85+ years,85+,22,749846,2.9
,California,6,2019,2019,"Colon, unspecified - Malignant neoplasms",C18.9,65-74 years,65-74,904,3386670,26.7
,California,6,2019,2019,"Colon, unspecified - Malignant neoplasms",C18.9,75-84 years,75-84,896,1701599,52.7
,California,6,2019,2019,"Colon, unspecified - Malignant neoplasms",C18.9,85+ years,85+,930,749846,124
,California,6,2019,2019,Malignant neoplasm of rectosigmoid junction,C19,65-74 years,65-74,71,3386670,2.1
,California,6,2019,2019,Malignant neoplasm of rectosigmoid junction,C19,75-84 years,75-84,58,1701599,3.4
,California,6,2019,2019,Malignant neoplasm of rectosigmoid junction,C19,85+ years,85+,39,749846,5.2
,California,6,2019,2019,Malignant neoplasm of rectum,C20,65-74 years,65-74,173,3386670,5.1
,California,6,2019,2019,Malignant neoplasm of rectum,C20,75-84 years,75-84,169,1701599,9.9
,California,6,2019,2019,Malignant neoplasm of rectum,C20,85+ years,85+,143,749846,19.1
,California,6,2019,2019,"Anus, unspecified - Malignant neoplasms",C21.0,65-74 years,65-74,28,3386670,0.8
,California,6,2019,2019,"Anus, unspecified - Malignant neoplasms",C21.0,75-84 years,75-84,25,1701599,1.5
,California,6,2019,2019,"Anus, unspecified - Malignant neoplasms",C21.0,85+ years,85+,22,749846,2.9
,California,6,2019,2019,Liver cell carcinoma - Malignant neoplasms,C22.0,65-74 years,65-74,559,3386670,16.5
,California,6,2019,2019,Liver cell carcinoma - Malignant neoplasms,C22.0,75-84 years,75-84,293,1701599,17.2
,California,6,2019,2019,Liver cell carcinoma - Malignant neoplasms,C22.0,85+ years,85+,128,749846,17.1
,California,6,2019,2019,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,65-74 years,65-74,280,3386670,8.3
,California,6,2019,2019,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,75-84 years,75-84,232,1701599,13.6
,California,6,2019,2019,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,85+ years,85+,138,749846,18.4
,California,6,2019,2019,"Liver, unspecified - Malignant neoplasms",C22.9,65-74 years,65-74,357,3386670,10.5
,California,6,2019,2019,"Liver, unspecified - Malignant neoplasms",C22.9,75-84 years,75-84,253,1701599,14.9
,California,6,2019,2019,"Liver, unspecified - Malignant neoplasms",C22.9,85+ years,85+,212,749846,28.3
,California,6,2019,2019,Malignant neoplasm of gallbladder,C23,65-74 years,65-74,73,3386670,2.2
,California,6,2019,2019,Malignant neoplasm of gallbladder,C23,75-84 years,75-84,74,1701599,4.3
,California,6,2019,2019,Malignant neoplasm of gallbladder,C23,85+ years,85+,49,749846,6.5
,California,6,2019,2019,Extrahepatic bile duct - Malignant neoplasms,C24.0,65-74 years,65-74,18,3386670,Unreliable
,California,6,2019,2019,Extrahepatic bile duct - Malignant neoplasms,C24.0,75-84 years,75-84,29,1701599,1.7
,California,6,2019,2019,Extrahepatic bile duct - Malignant neoplasms,C24.0,85+ years,85+,18,749846,Unreliable
,California,6,2019,2019,Ampulla of Vater - Malignant neoplasms,C24.1,65-74 years,65-74,17,3386670,Unreliable
,California,6,2019,2019,Ampulla of Vater - Malignant neoplasms,C24.1,75-84 years,75-84,14,1701599,Unreliable
,California,6,2019,2019,Ampulla of Vater - Malignant neoplasms,C24.1,85+ years,85+,14,749846,Unreliable
,California,6,2019,2019,"Biliary tract, unspecified - Malignant neoplasms",C24.9,65-74 years,65-74,16,3386670,Unreliable
,California,6,2019,2019,"Biliary tract, unspecified - Malignant neoplasms",C24.9,75-84 years,75-84,22,1701599,1.3
,California,6,2019,2019,"Biliary tract, unspecified - Malignant neoplasms",C24.9,85+ years,85+,17,749846,Unreliable
,California,6,2019,2019,Head of pancreas - Malignant neoplasms,C25.0,65-74 years,65-74,19,3386670,Unreliable
,California,6,2019,2019,Head of pancreas - Malignant neoplasms,C25.0,75-84 years,75-84,19,1701599,Unreliable
,California,6,2019,2019,Pancreatic duct - Malignant neoplasms,C25.3,75-84 years,75-84,12,1701599,Unreliable
,California,6,2019,2019,"Pancreas, unspecified - Malignant neoplasms",C25.9,65-74 years,65-74,1382,3386670,40.8
,California,6,2019,2019,"Pancreas, unspecified - Malignant neoplasms",C25.9,75-84 years,75-84,1298,1701599,76.3
,California,6,2019,2019,"Pancreas, unspecified - Malignant neoplasms",C25.9,85+ years,85+,789,749846,105.2
,California,6,2019,2019,Ill-defined sites within the digestive system - Malignant neoplasms,C26.9,65-74 years,65-74,47,3386670,1.4
,California,6,2019,2019,Ill-defined sites within the digestive system - Malignant neoplasms,C26.9,75-84 years,75-84,45,1701599,2.6
,California,6,2019,2019,Ill-defined sites within the digestive system - Malignant neoplasms,C26.9,85+ years,85+,44,749846,5.9
,California,6,2019,2019,"Larynx, unspecified - Malignant neoplasms",C32.9,65-74 years,65-74,70,3386670,2.1
,California,6,2019,2019,"Larynx, unspecified - Malignant neoplasms",C32.9,75-84 years,75-84,75,1701599,4.4
,California,6,2019,2019,"Larynx, unspecified - Malignant neoplasms",C32.9,85+ years,85+,37,749846,4.9
,California,6,2019,2019,Main bronchus - Malignant neoplasms,C34.0,75-84 years,75-84,10,1701599,Unreliable
,California,6,2019,2019,"Upper lobe, bronchus or lung - Malignant neoplasms",C34.1,65-74 years,65-74,35,3386670,1
,California,6,2019,2019,"Upper lobe, bronchus or lung - Malignant neoplasms",C34.1,75-84 years,75-84,47,1701599,2.8
,California,6,2019,2019,"Upper lobe, bronchus or lung - Malignant neoplasms",C34.1,85+ years,85+,25,749846,3.3
,California,6,2019,2019,"Lower lobe, bronchus or lung - Malignant neoplasms",C34.3,65-74 years,65-74,24,3386670,0.7
,California,6,2019,2019,"Lower lobe, bronchus or lung - Malignant neoplasms",C34.3,75-84 years,75-84,24,1701599,1.4
,California,6,2019,2019,"Lower lobe, bronchus or lung - Malignant neoplasms",C34.3,85+ years,85+,14,749846,Unreliable
,California,6,2019,2019,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,65-74 years,65-74,3117,3386670,92
,California,6,2019,2019,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,75-84 years,75-84,3401,1701599,199.9
,California,6,2019,2019,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,85+ years,85+,2020,749846,269.4
,California,6,2019,2019,Malignant neoplasm of thymus,C37,65-74 years,65-74,14,3386670,Unreliable
,California,6,2019,2019,Malignant neoplasm of thymus,C37,75-84 years,75-84,13,1701599,Unreliable
,California,6,2019,2019,Mandible - Malignant neoplasms,C41.1,85+ years,85+,10,749846,Unreliable
,California,6,2019,2019,"Bone and articular cartilage, unspecified - Malignant neoplasms",C41.9,65-74 years,65-74,16,3386670,Unreliable
,California,6,2019,2019,"Bone and articular cartilage, unspecified - Malignant neoplasms",C41.9,75-84 years,75-84,21,1701599,1.2
,California,6,2019,2019,"Bone and articular cartilage, unspecified - Malignant neoplasms",C41.9,85+ years,85+,23,749846,3.1
,California,6,2019,2019,Malignant melanoma of scalp and neck - Malignant neoplasms,C43.4,65-74 years,65-74,11,3386670,Unreliable
,California,6,2019,2019,Malignant melanoma of scalp and neck - Malignant neoplasms,C43.4,75-84 years,75-84,15,1701599,Unreliable
,California,6,2019,2019,Malignant melanoma of trunk - Malignant neoplasms,C43.5,65-74 years,65-74,18,3386670,Unreliable
,California,6,2019,2019,Malignant melanoma of trunk - Malignant neoplasms,C43.5,75-84 years,75-84,16,1701599,Unreliable
,California,6,2019,2019,"Malignant melanoma of upper limb, including shoulder - Malignant neoplasms",C43.6,75-84 years,75-84,10,1701599,Unreliable
,California,6,2019,2019,"Malignant melanoma of lower limb, including hip - Malignant neoplasms",C43.7,65-74 years,65-74,10,3386670,Unreliable
,California,6,2019,2019,"Malignant melanoma of lower limb, including hip - Malignant neoplasms",C43.7,75-84 years,75-84,15,1701599,Unreliable
,California,6,2019,2019,"Malignant melanoma of lower limb, including hip - Malignant neoplasms",C43.7,85+ years,85+,11,749846,Unreliable
,California,6,2019,2019,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,65-74 years,65-74,162,3386670,4.8
,California,6,2019,2019,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,75-84 years,75-84,147,1701599,8.6
,California,6,2019,2019,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,85+ years,85+,117,749846,15.6
,California,6,2019,2019,Skin of other and unspecified parts of face - Malignant neoplasms,C44.3,65-74 years,65-74,16,3386670,Unreliable
,California,6,2019,2019,Skin of other and unspecified parts of face - Malignant neoplasms,C44.3,75-84 years,75-84,14,1701599,Unreliable
,California,6,2019,2019,Skin of other and unspecified parts of face - Malignant neoplasms,C44.3,85+ years,85+,19,749846,Unreliable
,California,6,2019,2019,Skin of scalp and neck - Malignant neoplasms,C44.4,65-74 years,65-74,29,3386670,0.9
,California,6,2019,2019,Skin of scalp and neck - Malignant neoplasms,C44.4,75-84 years,75-84,44,1701599,2.6
,California,6,2019,2019,Skin of scalp and neck - Malignant neoplasms,C44.4,85+ years,85+,36,749846,4.8
,California,6,2019,2019,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",C44.9,65-74 years,65-74,40,3386670,1.2
,California,6,2019,2019,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",C44.9,75-84 years,75-84,59,1701599,3.5
,California,6,2019,2019,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",C44.9,85+ years,85+,58,749846,7.7
,California,6,2019,2019,"Mesothelioma, unspecified - Malignant neoplasms",C45.9,65-74 years,65-74,48,3386670,1.4
,California,6,2019,2019,"Mesothelioma, unspecified - Malignant neoplasms",C45.9,75-84 years,75-84,47,1701599,2.8
,California,6,2019,2019,"Mesothelioma, unspecified - Malignant neoplasms",C45.9,85+ years,85+,37,749846,4.9
,California,6,2019,2019,Retroperitoneum - Malignant neoplasms,C48.0,85+ years,85+,14,749846,Unreliable
,California,6,2019,2019,"Peritoneum, unspecified - Malignant neoplasms",C48.2,65-74 years,65-74,38,3386670,1.1
,California,6,2019,2019,"Peritoneum, unspecified - Malignant neoplasms",C48.2,75-84 years,75-84,36,1701599,2.1
,California,6,2019,2019,"Peritoneum, unspecified - Malignant neoplasms",C48.2,85+ years,85+,20,749846,2.7
,California,6,2019,2019,"Connective and soft tissue of lower limb, including hip - Malignant neoplasms",C49.2,65-74 years,65-74,16,3386670,Unreliable
,California,6,2019,2019,"Connective and soft tissue of lower limb, including hip - Malignant neoplasms",C49.2,75-84 years,75-84,14,1701599,Unreliable
,California,6,2019,2019,"Connective and soft tissue of lower limb, including hip - Malignant neoplasms",C49.2,85+ years,85+,14,749846,Unreliable
,California,6,2019,2019,Connective and soft tissue of abdomen - Malignant neoplasms,C49.4,65-74 years,65-74,20,3386670,0.6
,California,6,2019,2019,Connective and soft tissue of abdomen - Malignant neoplasms,C49.4,75-84 years,75-84,14,1701599,Unreliable
,California,6,2019,2019,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,65-74 years,65-74,76,3386670,2.2
,California,6,2019,2019,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,75-84 years,75-84,65,1701599,3.8
,California,6,2019,2019,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,85+ years,85+,41,749846,5.5
,California,6,2019,2019,"Breast, unspecified - Malignant neoplasms",C50.9,65-74 years,65-74,1039,3386670,30.7
,California,6,2019,2019,"Breast, unspecified - Malignant neoplasms",C50.9,75-84 years,75-84,896,1701599,52.7
,California,6,2019,2019,"Breast, unspecified - Malignant neoplasms",C50.9,85+ years,85+,831,749846,110.8
,California,6,2019,2019,"Vulva, unspecified - Malignant neoplasms",C51.9,65-74 years,65-74,29,3386670,0.9
,California,6,2019,2019,"Vulva, unspecified - Malignant neoplasms",C51.9,75-84 years,75-84,32,1701599,1.9
,California,6,2019,2019,"Vulva, unspecified - Malignant neoplasms",C51.9,85+ years,85+,31,749846,4.1
,California,6,2019,2019,Malignant neoplasm of vagina,C52,75-84 years,75-84,14,1701599,Unreliable
,California,6,2019,2019,Malignant neoplasm of vagina,C52,85+ years,85+,14,749846,Unreliable
,California,6,2019,2019,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,65-74 years,65-74,104,3386670,3.1
,California,6,2019,2019,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,75-84 years,75-84,56,1701599,3.3
,California,6,2019,2019,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,85+ years,85+,38,749846,5.1
,California,6,2019,2019,Endometrium - Malignant neoplasms,C54.1,65-74 years,65-74,249,3386670,7.4
,California,6,2019,2019,Endometrium - Malignant neoplasms,C54.1,75-84 years,75-84,172,1701599,10.1
,California,6,2019,2019,Endometrium - Malignant neoplasms,C54.1,85+ years,85+,77,749846,10.3
,California,6,2019,2019,"Malignant neoplasm of uterus, part unspecified",C55,65-74 years,65-74,182,3386670,5.4
,California,6,2019,2019,"Malignant neoplasm of uterus, part unspecified",C55,75-84 years,75-84,122,1701599,7.2
,California,6,2019,2019,"Malignant neoplasm of uterus, part unspecified",C55,85+ years,85+,64,749846,8.5
,California,6,2019,2019,Malignant neoplasm of ovary,C56,65-74 years,65-74,443,3386670,13.1
,California,6,2019,2019,Malignant neoplasm of ovary,C56,75-84 years,75-84,355,1701599,20.9
,California,6,2019,2019,Malignant neoplasm of ovary,C56,85+ years,85+,201,749846,26.8
,California,6,2019,2019,Fallopian tube - Malignant neoplasms,C57.0,65-74 years,65-74,13,3386670,Unreliable
,California,6,2019,2019,Fallopian tube - Malignant neoplasms,C57.0,75-84 years,75-84,12,1701599,Unreliable
,California,6,2019,2019,"Penis, unspecified - Malignant neoplasms",C60.9,65-74 years,65-74,10,3386670,Unreliable
,California,6,2019,2019,Malignant neoplasm of prostate,C61,65-74 years,65-74,781,3386670,23.1
,California,6,2019,2019,Malignant neoplasm of prostate,C61,75-84 years,75-84,1153,1701599,67.8
,California,6,2019,2019,Malignant neoplasm of prostate,C61,85+ years,85+,1337,749846,178.3
,California,6,2019,2019,"Malignant neoplasm of kidney, except renal pelvis",C64,65-74 years,65-74,370,3386670,10.9
,California,6,2019,2019,"Malignant neoplasm of kidney, except renal pelvis",C64,75-84 years,75-84,331,1701599,19.5
,California,6,2019,2019,"Malignant neoplasm of kidney, except renal pelvis",C64,85+ years,85+,274,749846,36.5
,California,6,2019,2019,Malignant neoplasm of ureter,C66,65-74 years,65-74,11,3386670,Unreliable
,California,6,2019,2019,Malignant neoplasm of ureter,C66,75-84 years,75-84,17,1701599,Unreliable
,California,6,2019,2019,Malignant neoplasm of ureter,C66,85+ years,85+,13,749846,Unreliable
,California,6,2019,2019,"Bladder, unspecified - Malignant neoplasms",C67.9,65-74 years,65-74,370,3386670,10.9
,California,6,2019,2019,"Bladder, unspecified - Malignant neoplasms",C67.9,75-84 years,75-84,530,1701599,31.1
,California,6,2019,2019,"Bladder, unspecified - Malignant neoplasms",C67.9,85+ years,85+,576,749846,76.8
,California,6,2019,2019,"Eye, unspecified - Malignant neoplasms",C69.9,75-84 years,75-84,10,1701599,Unreliable
,California,6,2019,2019,"Meninges, unspecified - Malignant neoplasms",C70.9,65-74 years,65-74,10,3386670,Unreliable
,California,6,2019,2019,Frontal lobe - Malignant neoplasms,C71.1,65-74 years,65-74,12,3386670,Unreliable
,California,6,2019,2019,"Brain, unspecified - Malignant neoplasms",C71.9,65-74 years,65-74,472,3386670,13.9
,California,6,2019,2019,"Brain, unspecified - Malignant neoplasms",C71.9,75-84 years,75-84,314,1701599,18.5
,California,6,2019,2019,"Brain, unspecified - Malignant neoplasms",C71.9,85+ years,85+,153,749846,20.4
,California,6,2019,2019,Malignant neoplasm of thyroid gland,C73,65-74 years,65-74,85,3386670,2.5
,California,6,2019,2019,Malignant neoplasm of thyroid gland,C73,75-84 years,75-84,82,1701599,4.8
,California,6,2019,2019,Malignant neoplasm of thyroid gland,C73,85+ years,85+,47,749846,6.3
,California,6,2019,2019,"Head, face and neck - Malignant neoplasms",C76.0,65-74 years,65-74,15,3386670,Unreliable
,California,6,2019,2019,"Head, face and neck - Malignant neoplasms",C76.0,75-84 years,75-84,21,1701599,1.2
,California,6,2019,2019,"Head, face and neck - Malignant neoplasms",C76.0,85+ years,85+,19,749846,Unreliable
,California,6,2019,2019,Abdomen - Malignant neoplasms,C76.2,65-74 years,65-74,12,3386670,Unreliable
,California,6,2019,2019,Abdomen - Malignant neoplasms,C76.2,75-84 years,75-84,13,1701599,Unreliable
,California,6,2019,2019,Abdomen - Malignant neoplasms,C76.2,85+ years,85+,24,749846,3.2
,California,6,2019,2019,Pelvis - Malignant neoplasms,C76.3,65-74 years,65-74,16,3386670,Unreliable
,California,6,2019,2019,Pelvis - Malignant neoplasms,C76.3,75-84 years,75-84,13,1701599,Unreliable
,California,6,2019,2019,Pelvis - Malignant neoplasms,C76.3,85+ years,85+,10,749846,Unreliable
,California,6,2019,2019,Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms,C78.6,65-74 years,65-74,24,3386670,0.7
,California,6,2019,2019,Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms,C78.6,75-84 years,75-84,30,1701599,1.8
,California,6,2019,2019,Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms,C78.6,85+ years,85+,36,749846,4.8
,California,6,2019,2019,Secondary malignant neoplasm of liver - Malignant neoplasms,C78.7,65-74 years,65-74,70,3386670,2.1
,California,6,2019,2019,Secondary malignant neoplasm of liver - Malignant neoplasms,C78.7,75-84 years,75-84,62,1701599,3.6
,California,6,2019,2019,Secondary malignant neoplasm of liver - Malignant neoplasms,C78.7,85+ years,85+,48,749846,6.4
,California,6,2019,2019,Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms,C79.3,65-74 years,65-74,13,3386670,Unreliable
,California,6,2019,2019,Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms,C79.3,75-84 years,75-84,16,1701599,Unreliable
,California,6,2019,2019,Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms,C79.5,65-74 years,65-74,15,3386670,Unreliable
,California,6,2019,2019,Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms,C79.5,75-84 years,75-84,22,1701599,1.3
,California,6,2019,2019,Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms,C79.5,85+ years,85+,23,749846,3.1
,California,6,2019,2019,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,65-74 years,65-74,61,3386670,1.8
,California,6,2019,2019,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,75-84 years,75-84,42,1701599,2.5
,California,6,2019,2019,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,85+ years,85+,39,749846,5.2
,California,6,2019,2019,Malignant neoplasm without specification of site,C80,65-74 years,65-74,576,3386670,17
,California,6,2019,2019,Malignant neoplasm without specification of site,C80,75-84 years,75-84,637,1701599,37.4
,California,6,2019,2019,Malignant neoplasm without specification of site,C80,85+ years,85+,521,749846,69.5
,California,6,2019,2019,"Hodgkin disease, unspecified",C81.9,65-74 years,65-74,27,3386670,0.8
,California,6,2019,2019,"Hodgkin disease, unspecified",C81.9,75-84 years,75-84,26,1701599,1.5
,California,6,2019,2019,"Hodgkin disease, unspecified",C81.9,85+ years,85+,18,749846,Unreliable
