,Year,Cause of death,Race,Deaths
1621,2020.0,Malignant neoplasm without specification of site,White,14.0
1622,2020.0,Multiple myeloma - Malignant neoplasms,Black or African American,27.0
1820,2020.0,Malignant neoplasm of base of tongue,White,18.0
1821,2020.0,"Tongue, unspecified - Malignant neoplasms",White,192.0
1822,2020.0,Soft palate - Malignant neoplasms,White,11.0
1823,2020.0,"Mouth, unspecified - Malignant neoplasms",White,77.0
1824,2020.0,Malignant neoplasm of parotid gland,White,55.0
1825,2020.0,"Major salivary gland, unspecified - Malignant neoplasms",White,16.0
1826,2020.0,"Tonsil, unspecified - Malignant neoplasms",White,67.0
1827,2020.0,"Oropharynx, unspecified - Malignant neoplasms",Black or African American,14.0
1828,2020.0,"Oropharynx, unspecified - Malignant neoplasms",White,109.0
1829,2020.0,"Nasopharynx, unspecified - Malignant neoplasms",Black or African American,11.0
1830,2020.0,"Nasopharynx, unspecified - Malignant neoplasms",White,42.0
1831,2020.0,"Hypopharynx, unspecified - Malignant neoplasms",White,19.0
1832,2020.0,"Pharynx, unspecified - Malignant neoplasms",Black or African American,12.0
1833,2020.0,"Pharynx, unspecified - Malignant neoplasms",White,91.0
1834,2020.0,"Oesophagus, unspecified - Malignant neoplasms",Black or African American,94.0
1835,2020.0,"Oesophagus, unspecified - Malignant neoplasms",White,1026.0
1836,2020.0,Cardia - Malignant neoplasms,White,60.0
1837,2020.0,"Stomach, unspecified - Malignant neoplasms",Asian or Pacific Islander,21.0
1838,2020.0,"Stomach, unspecified - Malignant neoplasms",Black or African American,157.0
1839,2020.0,"Stomach, unspecified - Malignant neoplasms",White,550.0
1840,2020.0,Duodenum - Malignant neoplasms,Black or African American,11.0
1841,2020.0,Duodenum - Malignant neoplasms,White,61.0
1842,2020.0,"Small intestine, unspecified - Malignant neoplasms",White,48.0
1843,2020.0,Caecum - Malignant neoplasms,White,19.0
1844,2020.0,Appendix - Malignant neoplasms,White,44.0
1845,2020.0,Ascending colon - Malignant neoplasms,White,18.0
1846,2020.0,Sigmoid colon - Malignant neoplasms,White,40.0
1847,2020.0,"Colon, unspecified - Malignant neoplasms",Asian or Pacific Islander,48.0
1848,2020.0,"Colon, unspecified - Malignant neoplasms",Black or African American,423.0
1849,2020.0,"Colon, unspecified - Malignant neoplasms",White,2442.0
1850,2020.0,Malignant neoplasm of rectosigmoid junction,Black or African American,26.0
1851,2020.0,Malignant neoplasm of rectosigmoid junction,White,201.0
1852,2020.0,Malignant neoplasm of rectum,Black or African American,64.0
1853,2020.0,Malignant neoplasm of rectum,White,412.0
1854,2020.0,"Anus, unspecified - Malignant neoplasms",White,78.0
1855,2020.0,"Overlapping lesion of rectum, anus and anal canal - Malignant neoplasms",White,11.0
1856,2020.0,Liver cell carcinoma - Malignant neoplasms,Asian or Pacific Islander,30.0
1857,2020.0,Liver cell carcinoma - Malignant neoplasms,Black or African American,99.0
1858,2020.0,Liver cell carcinoma - Malignant neoplasms,White,710.0
1859,2020.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,Asian or Pacific Islander,15.0
1860,2020.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,Black or African American,59.0
1861,2020.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,White,421.0
1862,2020.0,"Liver, unspecified - Malignant neoplasms",Asian or Pacific Islander,21.0
1863,2020.0,"Liver, unspecified - Malignant neoplasms",Black or African American,79.0
1864,2020.0,"Liver, unspecified - Malignant neoplasms",White,625.0
1865,2020.0,Malignant neoplasm of gallbladder,Black or African American,29.0
1866,2020.0,Malignant neoplasm of gallbladder,White,85.0
1867,2020.0,Extrahepatic bile duct - Malignant neoplasms,White,64.0
1868,2020.0,Ampulla of Vater - Malignant neoplasms,White,12.0
1869,2020.0,"Biliary tract, unspecified - Malignant neoplasms",White,38.0
1870,2020.0,Head of pancreas - Malignant neoplasms,White,32.0
1871,2020.0,Pancreatic duct - Malignant neoplasms,White,24.0
1872,2020.0,"Pancreas, unspecified - Malignant neoplasms",Asian or Pacific Islander,70.0
1873,2020.0,"Pancreas, unspecified - Malignant neoplasms",Black or African American,405.0
1874,2020.0,"Pancreas, unspecified - Malignant neoplasms",White,2949.0
1875,2020.0,"Intestinal tract, part unspecified - Malignant neoplasms",White,10.0
1876,2020.0,Ill-defined sites within the digestive system - Malignant neoplasms,Black or African American,22.0
1877,2020.0,Ill-defined sites within the digestive system - Malignant neoplasms,White,87.0
1878,2020.0,Nasal cavity - Malignant neoplasms,White,13.0
1879,2020.0,Maxillary sinus - Malignant neoplasms,White,10.0
1880,2020.0,"Accessory sinus, unspecified - Malignant neoplasms",White,10.0
1881,2020.0,Glottis - Malignant neoplasms,White,13.0
1882,2020.0,Supraglottis - Malignant neoplasms,White,19.0
1883,2020.0,"Larynx, unspecified - Malignant neoplasms",Black or African American,34.0
1884,2020.0,"Larynx, unspecified - Malignant neoplasms",White,290.0
1885,2020.0,Main bronchus - Malignant neoplasms,White,18.0
1886,2020.0,"Upper lobe, bronchus or lung - Malignant neoplasms",White,88.0
1887,2020.0,"Lower lobe, bronchus or lung - Malignant neoplasms",White,45.0
1888,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",American Indian or Alaska Native,21.0
1889,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",Asian or Pacific Islander,124.0
1890,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",Black or African American,862.0
1891,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",White,9620.0
1892,2020.0,Malignant neoplasm of thymus,White,15.0
1893,2020.0,Mandible - Malignant neoplasms,White,16.0
1894,2020.0,"Bone and articular cartilage, unspecified - Malignant neoplasms",Black or African American,19.0
1895,2020.0,"Bone and articular cartilage, unspecified - Malignant neoplasms",White,67.0
1896,2020.0,Malignant melanoma of scalp and neck - Malignant neoplasms,White,13.0
1897,2020.0,"Malignant melanoma of skin, unspecified - Malignant neoplasms",Black or African American,11.0
1898,2020.0,"Malignant melanoma of skin, unspecified - Malignant neoplasms",White,621.0
1899,2020.0,Skin of ear and external auricular canal - Malignant neoplasms,White,13.0
1900,2020.0,Skin of other and unspecified parts of face - Malignant neoplasms,White,24.0
1901,2020.0,Skin of scalp and neck - Malignant neoplasms,Black or African American,10.0
1902,2020.0,Skin of scalp and neck - Malignant neoplasms,White,126.0
1903,2020.0,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",White,193.0
1904,2020.0,Mesothelioma of pleura - Malignant neoplasms,White,26.0
1905,2020.0,Mesothelioma of other sites - Malignant neoplasms,White,16.0
1906,2020.0,"Mesothelioma, unspecified - Malignant neoplasms",White,128.0
1907,2020.0,Retroperitoneum - Malignant neoplasms,White,18.0
1908,2020.0,"Peritoneum, unspecified - Malignant neoplasms",White,47.0
1909,2020.0,"Connective and soft tissue of lower limb, including hip - Malignant neoplasms",White,30.0
1910,2020.0,Connective and soft tissue of abdomen - Malignant neoplasms,White,31.0
1911,2020.0,"Connective and soft tissue, unspecified - Malignant neoplasms",Black or African American,44.0
1912,2020.0,"Connective and soft tissue, unspecified - Malignant neoplasms",White,228.0
1913,2020.0,"Breast, unspecified - Malignant neoplasms",Asian or Pacific Islander,51.0
1914,2020.0,"Breast, unspecified - Malignant neoplasms",Black or African American,501.0
1915,2020.0,"Breast, unspecified - Malignant neoplasms",White,2492.0
1916,2020.0,"Vulva, unspecified - Malignant neoplasms",White,90.0
1917,2020.0,Malignant neoplasm of vagina,White,24.0
1918,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",Black or African American,76.0
1919,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",White,290.0
1920,2020.0,Endometrium - Malignant neoplasms,Black or African American,125.0
1921,2020.0,Endometrium - Malignant neoplasms,White,350.0
1922,2020.0,"Malignant neoplasm of uterus, part unspecified",Black or African American,96.0
1923,2020.0,"Malignant neoplasm of uterus, part unspecified",White,255.0
1924,2020.0,Malignant neoplasm of ovary,Asian or Pacific Islander,16.0
1925,2020.0,Malignant neoplasm of ovary,Black or African American,115.0
1926,2020.0,Malignant neoplasm of ovary,White,876.0
1927,2020.0,Fallopian tube - Malignant neoplasms,White,29.0
1928,2020.0,"Female genital organ, unspecified - Malignant neoplasms",White,19.0
1929,2020.0,"Penis, unspecified - Malignant neoplasms",White,13.0
1930,2020.0,Malignant neoplasm of prostate,Asian or Pacific Islander,20.0
1931,2020.0,Malignant neoplasm of prostate,Black or African American,422.0
1932,2020.0,Malignant neoplasm of prostate,White,2008.0
1933,2020.0,"Testis, unspecified - Malignant neoplasms",White,36.0
1934,2020.0,"Malignant neoplasm of kidney, except renal pelvis",Black or African American,91.0
1935,2020.0,"Malignant neoplasm of kidney, except renal pelvis",White,922.0
1936,2020.0,Malignant neoplasm of renal pelvis,White,11.0
1937,2020.0,Malignant neoplasm of ureter,White,24.0
1938,2020.0,"Bladder, unspecified - Malignant neoplasms",Asian or Pacific Islander,21.0
1939,2020.0,"Bladder, unspecified - Malignant neoplasms",Black or African American,86.0
1940,2020.0,"Bladder, unspecified - Malignant neoplasms",White,1319.0
1941,2020.0,Urethra - Malignant neoplasms,White,28.0
1942,2020.0,"Urinary organ, unspecified - Malignant neoplasms",White,20.0
1943,2020.0,"Eye, unspecified - Malignant neoplasms",White,16.0
1944,2020.0,"Meninges, unspecified - Malignant neoplasms",White,14.0
1945,2020.0,Frontal lobe - Malignant neoplasms,White,24.0
1946,2020.0,Temporal lobe - Malignant neoplasms,White,18.0
1947,2020.0,Parietal lobe - Malignant neoplasms,White,10.0
1948,2020.0,Brain stem - Malignant neoplasms,White,11.0
1949,2020.0,"Brain, unspecified - Malignant neoplasms",Asian or Pacific Islander,25.0
1950,2020.0,"Brain, unspecified - Malignant neoplasms",Black or African American,84.0
1951,2020.0,"Brain, unspecified - Malignant neoplasms",White,1133.0
1952,2020.0,Malignant neoplasm of thyroid gland,Black or African American,15.0
1953,2020.0,Malignant neoplasm of thyroid gland,White,132.0
1954,2020.0,"Adrenal gland, unspecified - Malignant neoplasms",White,30.0
1955,2020.0,"Head, face and neck - Malignant neoplasms",White,68.0
1956,2020.0,Thorax - Malignant neoplasms,White,10.0
1957,2020.0,Abdomen - Malignant neoplasms,White,30.0
1958,2020.0,Pelvis - Malignant neoplasms,White,10.0
1959,2020.0,Secondary malignant neoplasm of lung - Malignant neoplasms,White,15.0
1960,2020.0,Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms,White,27.0
1961,2020.0,Secondary malignant neoplasm of liver - Malignant neoplasms,Black or African American,21.0
1962,2020.0,Secondary malignant neoplasm of liver - Malignant neoplasms,White,98.0
1963,2020.0,Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms,White,47.0
1964,2020.0,Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms,White,33.0
1965,2020.0,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,Black or African American,29.0
1966,2020.0,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,White,319.0
1967,2020.0,Malignant neoplasm without specification of site,Asian or Pacific Islander,19.0
1968,2020.0,Malignant neoplasm without specification of site,Black or African American,231.0
1969,2020.0,Malignant neoplasm without specification of site,White,1763.0
1970,2020.0,"Hodgkin disease, unspecified",White,57.0
1971,2020.0,"Follicular non-Hodgkin lymphoma, unspecified",White,33.0
1972,2020.0,Non-Hodgkin lymphoma small cleaved cell (diffuse),White,77.0
1973,2020.0,Non-Hodgkin lymphoma large cell (diffuse),Black or African American,22.0
1974,2020.0,Non-Hodgkin lymphoma large cell (diffuse),White,236.0
1975,2020.0,Burkitt tumor,White,11.0
1976,2020.0,Other and unspecified T-cell lymphomas - Malignant neoplasms,Black or African American,33.0
1977,2020.0,Other and unspecified T-cell lymphomas - Malignant neoplasms,White,63.0
1978,2020.0,"B-cell lymphoma, unspecified - Malignant neoplasms",Black or African American,26.0
1979,2020.0,"B-cell lymphoma, unspecified - Malignant neoplasms",White,262.0
1980,2020.0,"Non-Hodgkin lymphoma, unspecified type",Black or African American,29.0
1981,2020.0,"Non-Hodgkin lymphoma, unspecified type",White,660.0
1982,2020.0,Waldenstr?m macroglobulinemia,White,21.0
1983,2020.0,Multiple myeloma - Malignant neoplasms,Asian or Pacific Islander,17.0
1984,2020.0,Multiple myeloma - Malignant neoplasms,Black or African American,184.0
1985,2020.0,Multiple myeloma - Malignant neoplasms,White,731.0
1986,2020.0,Acute lymphoblastic leukaemia - Malignant neoplasms,Black or African American,20.0
1987,2020.0,Acute lymphoblastic leukaemia - Malignant neoplasms,White,96.0
1988,2020.0,Chronic lymphocytic leukaemia - Malignant neoplasms,Black or African American,23.0
1989,2020.0,Chronic lymphocytic leukaemia - Malignant neoplasms,White,329.0
1990,2020.0,Adult T-cell leukaemia - Malignant neoplasms,Black or African American,11.0
1991,2020.0,Adult T-cell leukaemia - Malignant neoplasms,White,10.0
1992,2020.0,"Lymphoid leukaemia, unspecified - Malignant neoplasms",White,11.0
1993,2020.0,Acute myeloid leukaemia - Malignant neoplasms,Asian or Pacific Islander,16.0
1994,2020.0,Acute myeloid leukaemia - Malignant neoplasms,Black or African American,74.0
1995,2020.0,Acute myeloid leukaemia - Malignant neoplasms,White,772.0
1996,2020.0,Chronic myeloid leukaemia - Malignant neoplasms,Black or African American,10.0
1997,2020.0,Chronic myeloid leukaemia - Malignant neoplasms,White,105.0
1998,2020.0,Acute promyelocytic leukaemia - Malignant neoplasms,White,11.0
1999,2020.0,Acute myelomonocytic leukaemia - Malignant neoplasms,White,11.0
2000,2020.0,Other myeloid leukaemia - Malignant neoplasms,White,41.0
2001,2020.0,"Myeloid leukaemia, unspecified - Malignant neoplasms",White,14.0
2002,2020.0,Acute leukaemia of unspecified cell type - Malignant neoplasms,White,80.0
2003,2020.0,Chronic leukaemia of unspecified cell type - Malignant neoplasms,White,12.0
2004,2020.0,"Leukaemia, unspecified - Malignant neoplasms",Black or African American,17.0
2005,2020.0,"Leukaemia, unspecified - Malignant neoplasms",White,199.0
2006,2020.0,Malignant neoplasms of independent (primary) multiple sites,Black or African American,28.0
2007,2020.0,Malignant neoplasms of independent (primary) multiple sites,White,434.0
2008,2020.0,"Meninges, unspecified - Benign neoplasms",Black or African American,10.0
2009,2020.0,"Meninges, unspecified - Benign neoplasms",White,37.0
2010,2020.0,"Liver, gallbladder and bile ducts - Uncertain neoplasms",White,14.0
2011,2020.0,Other digestive organs - Uncertain neoplasms,White,26.0
2012,2020.0,"Trachea, bronchus and lung - Uncertain neoplasms",White,55.0
2013,2020.0,Kidney - Uncertain neoplasms,White,14.0
2014,2020.0,Bladder - Uncertain neoplasms,White,15.0
2015,2020.0,"Brain, unspecified - Uncertain neoplasms",White,75.0
2016,2020.0,Polycythaemia vera,White,21.0
2017,2020.0,"Refractory anaemia, unspecified - Uncertain neoplasms",White,10.0
2018,2020.0,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",Black or African American,34.0
2019,2020.0,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",White,537.0
2020,2020.0,Chronic myeloproliferative disease - Uncertain neoplasms,White,83.0
2021,2020.0,Monoclonal gammopathy - Uncertain neoplasms,White,11.0
2022,2020.0,Connective and other soft tissue - Uncertain neoplasms,White,25.0
2023,2020.0,Other specified sites - Uncertain neoplasms,White,14.0
2024,2020.0,"Neoplasm of uncertain or unknown behaviour, unspecified - Uncertain neoplasms",White,30.0
2172,2020.0,"Tongue, unspecified - Malignant neoplasms",Black or African American,11.0
2173,2020.0,"Tongue, unspecified - Malignant neoplasms",White,60.0
2174,2020.0,"Mouth, unspecified - Malignant neoplasms",White,23.0
2175,2020.0,Malignant neoplasm of parotid gland,White,20.0
2176,2020.0,"Tonsil, unspecified - Malignant neoplasms",Black or African American,10.0
2177,2020.0,"Tonsil, unspecified - Malignant neoplasms",White,18.0
2178,2020.0,"Oropharynx, unspecified - Malignant neoplasms",Black or African American,18.0
2179,2020.0,"Oropharynx, unspecified - Malignant neoplasms",White,19.0
2180,2020.0,"Nasopharynx, unspecified - Malignant neoplasms",White,16.0
2181,2020.0,"Pharynx, unspecified - Malignant neoplasms",Black or African American,21.0
2182,2020.0,"Pharynx, unspecified - Malignant neoplasms",White,41.0
2183,2020.0,"Oesophagus, unspecified - Malignant neoplasms",Black or African American,94.0
2184,2020.0,"Oesophagus, unspecified - Malignant neoplasms",White,300.0
2185,2020.0,Cardia - Malignant neoplasms,White,18.0
2186,2020.0,"Stomach, unspecified - Malignant neoplasms",Asian or Pacific Islander,20.0
2187,2020.0,"Stomach, unspecified - Malignant neoplasms",Black or African American,147.0
2188,2020.0,"Stomach, unspecified - Malignant neoplasms",White,137.0
2189,2020.0,Duodenum - Malignant neoplasms,Black or African American,11.0
2190,2020.0,Duodenum - Malignant neoplasms,White,16.0
2191,2020.0,"Small intestine, unspecified - Malignant neoplasms",White,14.0
2192,2020.0,Caecum - Malignant neoplasms,White,14.0
2193,2020.0,Appendix - Malignant neoplasms,Black or African American,11.0
2194,2020.0,Appendix - Malignant neoplasms,White,15.0
2195,2020.0,Ascending colon - Malignant neoplasms,White,13.0
2196,2020.0,Sigmoid colon - Malignant neoplasms,Black or African American,14.0
2197,2020.0,Sigmoid colon - Malignant neoplasms,White,28.0
2198,2020.0,"Colon, unspecified - Malignant neoplasms",Asian or Pacific Islander,20.0
2199,2020.0,"Colon, unspecified - Malignant neoplasms",Black or African American,393.0
2200,2020.0,"Colon, unspecified - Malignant neoplasms",White,725.0
2201,2020.0,Malignant neoplasm of rectosigmoid junction,Black or African American,23.0
2202,2020.0,Malignant neoplasm of rectosigmoid junction,White,63.0
2203,2020.0,Malignant neoplasm of rectum,Black or African American,63.0
2204,2020.0,Malignant neoplasm of rectum,White,167.0
2205,2020.0,"Anus, unspecified - Malignant neoplasms",Black or African American,12.0
2206,2020.0,"Anus, unspecified - Malignant neoplasms",White,31.0
2207,2020.0,Liver cell carcinoma - Malignant neoplasms,Asian or Pacific Islander,19.0
2208,2020.0,Liver cell carcinoma - Malignant neoplasms,Black or African American,78.0
2209,2020.0,Liver cell carcinoma - Malignant neoplasms,White,228.0
2210,2020.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,Black or African American,51.0
2211,2020.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,White,119.0
2212,2020.0,"Liver, unspecified - Malignant neoplasms",Asian or Pacific Islander,11.0
2213,2020.0,"Liver, unspecified - Malignant neoplasms",Black or African American,74.0
2214,2020.0,"Liver, unspecified - Malignant neoplasms",White,190.0
2215,2020.0,Malignant neoplasm of gallbladder,Black or African American,27.0
2216,2020.0,Malignant neoplasm of gallbladder,White,39.0
2217,2020.0,Extrahepatic bile duct - Malignant neoplasms,Black or African American,10.0
2218,2020.0,Extrahepatic bile duct - Malignant neoplasms,White,28.0
2219,2020.0,"Biliary tract, unspecified - Malignant neoplasms",White,18.0
2220,2020.0,Head of pancreas - Malignant neoplasms,Black or African American,10.0
2221,2020.0,Head of pancreas - Malignant neoplasms,White,32.0
2222,2020.0,Body of pancreas - Malignant neoplasms,White,13.0
2223,2020.0,Tail of pancreas - Malignant neoplasms,White,13.0
2224,2020.0,Pancreatic duct - Malignant neoplasms,White,15.0
2225,2020.0,"Pancreas, unspecified - Malignant neoplasms",Asian or Pacific Islander,30.0
2226,2020.0,"Pancreas, unspecified - Malignant neoplasms",Black or African American,400.0
2227,2020.0,"Pancreas, unspecified - Malignant neoplasms",White,829.0
2228,2020.0,Ill-defined sites within the digestive system - Malignant neoplasms,Black or African American,18.0
2229,2020.0,Ill-defined sites within the digestive system - Malignant neoplasms,White,49.0
2230,2020.0,"Larynx, unspecified - Malignant neoplasms",Black or African American,29.0
2231,2020.0,"Larynx, unspecified - Malignant neoplasms",White,63.0
2232,2020.0,Main bronchus - Malignant neoplasms,White,20.0
2233,2020.0,"Upper lobe, bronchus or lung - Malignant neoplasms",Black or African American,14.0
2234,2020.0,"Upper lobe, bronchus or lung - Malignant neoplasms",White,107.0
2235,2020.0,"Lower lobe, bronchus or lung - Malignant neoplasms",Black or African American,13.0
2236,2020.0,"Lower lobe, bronchus or lung - Malignant neoplasms",White,57.0
2237,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",Asian or Pacific Islander,70.0
2238,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",Black or African American,961.0
2239,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",White,2896.0
2240,2020.0,"Bone and articular cartilage, unspecified - Malignant neoplasms",Black or African American,10.0
2241,2020.0,"Bone and articular cartilage, unspecified - Malignant neoplasms",White,35.0
2242,2020.0,"Malignant melanoma of skin, unspecified - Malignant neoplasms",White,164.0
2243,2020.0,Skin of scalp and neck - Malignant neoplasms,White,24.0
2244,2020.0,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",White,65.0
2245,2020.0,"Mesothelioma, unspecified - Malignant neoplasms",White,17.0
2246,2020.0,Retroperitoneum - Malignant neoplasms,White,11.0
2247,2020.0,"Peritoneum, unspecified - Malignant neoplasms",White,24.0
2248,2020.0,"Connective and soft tissue, unspecified - Malignant neoplasms",Black or African American,40.0
2249,2020.0,"Connective and soft tissue, unspecified - Malignant neoplasms",White,70.0
2250,2020.0,"Breast, unspecified - Malignant neoplasms",Asian or Pacific Islander,24.0
2251,2020.0,"Breast, unspecified - Malignant neoplasms",Black or African American,506.0
2252,2020.0,"Breast, unspecified - Malignant neoplasms",White,767.0
2253,2020.0,"Vulva, unspecified - Malignant neoplasms",White,37.0
2254,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",Black or African American,45.0
2255,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",White,86.0
2256,2020.0,Endometrium - Malignant neoplasms,Black or African American,97.0
2257,2020.0,Endometrium - Malignant neoplasms,White,118.0
2258,2020.0,"Malignant neoplasm of uterus, part unspecified",Black or African American,77.0
2259,2020.0,"Malignant neoplasm of uterus, part unspecified",White,66.0
2260,2020.0,Malignant neoplasm of ovary,Asian or Pacific Islander,18.0
2261,2020.0,Malignant neoplasm of ovary,Black or African American,109.0
2262,2020.0,Malignant neoplasm of ovary,White,284.0
2263,2020.0,"Penis, unspecified - Malignant neoplasms",White,12.0
2264,2020.0,Malignant neoplasm of prostate,Black or African American,397.0
2265,2020.0,Malignant neoplasm of prostate,White,550.0
2266,2020.0,"Testis, unspecified - Malignant neoplasms",White,12.0
2267,2020.0,"Malignant neoplasm of kidney, except renal pelvis",Black or African American,93.0
2268,2020.0,"Malignant neoplasm of kidney, except renal pelvis",White,283.0
2269,2020.0,Malignant neoplasm of renal pelvis,White,14.0
2270,2020.0,Malignant neoplasm of ureter,White,14.0
2271,2020.0,"Bladder, unspecified - Malignant neoplasms",Black or African American,81.0
2272,2020.0,"Bladder, unspecified - Malignant neoplasms",White,376.0
2273,2020.0,Frontal lobe - Malignant neoplasms,White,28.0
2274,2020.0,Temporal lobe - Malignant neoplasms,White,13.0
2275,2020.0,Parietal lobe - Malignant neoplasms,White,14.0
2276,2020.0,"Brain, unspecified - Malignant neoplasms",Asian or Pacific Islander,11.0
2277,2020.0,"Brain, unspecified - Malignant neoplasms",Black or African American,66.0
2278,2020.0,"Brain, unspecified - Malignant neoplasms",White,342.0
2279,2020.0,Malignant neoplasm of thyroid gland,Black or African American,13.0
2280,2020.0,Malignant neoplasm of thyroid gland,White,46.0
2281,2020.0,"Adrenal gland, unspecified - Malignant neoplasms",White,13.0
2282,2020.0,"Head, face and neck - Malignant neoplasms",White,14.0
2283,2020.0,Abdomen - Malignant neoplasms,White,11.0
2284,2020.0,Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms,White,18.0
2285,2020.0,Secondary malignant neoplasm of liver - Malignant neoplasms,Black or African American,14.0
2286,2020.0,Secondary malignant neoplasm of liver - Malignant neoplasms,White,41.0
2287,2020.0,Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms,White,16.0
2288,2020.0,Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms,White,20.0
2289,2020.0,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,Black or African American,19.0
2290,2020.0,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,White,57.0
2291,2020.0,Malignant neoplasm without specification of site,Asian or Pacific Islander,15.0
2292,2020.0,Malignant neoplasm without specification of site,Black or African American,215.0
2293,2020.0,Malignant neoplasm without specification of site,White,551.0
2294,2020.0,"Hodgkin disease, unspecified",Black or African American,10.0
2295,2020.0,"Hodgkin disease, unspecified",White,18.0
2296,2020.0,"Follicular non-Hodgkin lymphoma, unspecified",White,14.0
2297,2020.0,Non-Hodgkin lymphoma small cleaved cell (diffuse),White,28.0
2298,2020.0,Non-Hodgkin lymphoma large cell (diffuse),Black or African American,19.0
2299,2020.0,Non-Hodgkin lymphoma large cell (diffuse),White,70.0
2300,2020.0,Other and unspecified T-cell lymphomas - Malignant neoplasms,Black or African American,12.0
2301,2020.0,Other and unspecified T-cell lymphomas - Malignant neoplasms,White,20.0
2302,2020.0,"B-cell lymphoma, unspecified - Malignant neoplasms",White,79.0
2303,2020.0,"Non-Hodgkin lymphoma, unspecified type",Black or African American,39.0
2304,2020.0,"Non-Hodgkin lymphoma, unspecified type",White,164.0
2305,2020.0,Multiple myeloma - Malignant neoplasms,Black or African American,157.0
2306,2020.0,Multiple myeloma - Malignant neoplasms,White,192.0
2307,2020.0,Acute lymphoblastic leukaemia - Malignant neoplasms,White,24.0
2308,2020.0,Chronic lymphocytic leukaemia - Malignant neoplasms,Black or African American,16.0
2309,2020.0,Chronic lymphocytic leukaemia - Malignant neoplasms,White,86.0
2310,2020.0,Acute myeloid leukaemia - Malignant neoplasms,Black or African American,63.0
2311,2020.0,Acute myeloid leukaemia - Malignant neoplasms,White,176.0
2312,2020.0,Chronic myeloid leukaemia - Malignant neoplasms,Black or African American,18.0
2313,2020.0,Chronic myeloid leukaemia - Malignant neoplasms,White,30.0
2314,2020.0,Other myeloid leukaemia - Malignant neoplasms,White,10.0
2315,2020.0,Acute leukaemia of unspecified cell type - Malignant neoplasms,Black or African American,12.0
2316,2020.0,Acute leukaemia of unspecified cell type - Malignant neoplasms,White,25.0
2317,2020.0,"Leukaemia, unspecified - Malignant neoplasms",Black or African American,23.0
2318,2020.0,"Leukaemia, unspecified - Malignant neoplasms",White,82.0
2319,2020.0,Malignant neoplasms of independent (primary) multiple sites,Black or African American,58.0
2320,2020.0,Malignant neoplasms of independent (primary) multiple sites,White,155.0
2321,2020.0,"Meninges, unspecified - Benign neoplasms",White,15.0
2322,2020.0,Other digestive organs - Uncertain neoplasms,White,16.0
2323,2020.0,"Trachea, bronchus and lung - Uncertain neoplasms",White,17.0
2324,2020.0,"Brain, unspecified - Uncertain neoplasms",Black or African American,11.0
2325,2020.0,"Brain, unspecified - Uncertain neoplasms",White,45.0
2326,2020.0,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",Black or African American,28.0
2327,2020.0,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",White,144.0
2328,2020.0,Chronic myeloproliferative disease - Uncertain neoplasms,White,19.0
2329,2020.0,Connective and other soft tissue - Uncertain neoplasms,Black or African American,10.0
2330,2020.0,Connective and other soft tissue - Uncertain neoplasms,White,15.0
2331,2020.0,"Neoplasm of uncertain or unknown behaviour, unspecified - Uncertain neoplasms",Black or African American,10.0
2379,2020.0,"Tongue, unspecified - Malignant neoplasms",Asian or Pacific Islander,10.0
2380,2020.0,"Oesophagus, unspecified - Malignant neoplasms",Asian or Pacific Islander,32.0
2381,2020.0,"Oesophagus, unspecified - Malignant neoplasms",White,17.0
2382,2020.0,"Stomach, unspecified - Malignant neoplasms",Asian or Pacific Islander,52.0
2383,2020.0,"Stomach, unspecified - Malignant neoplasms",White,15.0
2384,2020.0,"Colon, unspecified - Malignant neoplasms",Asian or Pacific Islander,92.0
