Notes,State,State Code,Year,Year Code,Cause of death,Cause of death Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths,Population,Crude Rate
,California,6,2020,2020,"Bone and articular cartilage, unspecified - Malignant neoplasms",C41.9,55-64 years,55-64,20,4762421,0.4
,California,6,2020,2020,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,45-54 years,45-54,36,4910948,0.7
,California,6,2020,2020,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,55-64 years,55-64,98,4762421,2.1
,California,6,2020,2020,Skin of scalp and neck - Malignant neoplasms,C44.4,55-64 years,55-64,26,4762421,0.5
,California,6,2020,2020,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",C44.9,55-64 years,55-64,19,4762421,Unreliable
,California,6,2020,2020,"Mesothelioma, unspecified - Malignant neoplasms",C45.9,55-64 years,55-64,21,4762421,0.4
,California,6,2020,2020,Retroperitoneum - Malignant neoplasms,C48.0,55-64 years,55-64,20,4762421,0.4
,California,6,2020,2020,"Peritoneum, unspecified - Malignant neoplasms",C48.2,55-64 years,55-64,21,4762421,0.4
,California,6,2020,2020,Connective and soft tissue of abdomen - Malignant neoplasms,C49.4,55-64 years,55-64,18,4762421,Unreliable
,California,6,2020,2020,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,45-54 years,45-54,51,4910948,1
,California,6,2020,2020,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,55-64 years,55-64,83,4762421,1.7
,California,6,2020,2020,"Breast, unspecified - Malignant neoplasms",C50.9,45-54 years,45-54,555,4910948,11.3
,California,6,2020,2020,"Breast, unspecified - Malignant neoplasms",C50.9,55-64 years,55-64,962,4762421,20.2
,California,6,2020,2020,"Vulva, unspecified - Malignant neoplasms",C51.9,45-54 years,45-54,11,4910948,Unreliable
,California,6,2020,2020,"Vulva, unspecified - Malignant neoplasms",C51.9,55-64 years,55-64,14,4762421,Unreliable
,California,6,2020,2020,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,45-54 years,45-54,94,4910948,1.9
,California,6,2020,2020,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,55-64 years,55-64,110,4762421,2.3
,California,6,2020,2020,Endometrium - Malignant neoplasms,C54.1,45-54 years,45-54,40,4910948,0.8
,California,6,2020,2020,Endometrium - Malignant neoplasms,C54.1,55-64 years,55-64,157,4762421,3.3
,California,6,2020,2020,"Malignant neoplasm of uterus, part unspecified",C55,45-54 years,45-54,44,4910948,0.9
,California,6,2020,2020,"Malignant neoplasm of uterus, part unspecified",C55,55-64 years,55-64,122,4762421,2.6
,California,6,2020,2020,Malignant neoplasm of ovary,C56,45-54 years,45-54,162,4910948,3.3
,California,6,2020,2020,Malignant neoplasm of ovary,C56,55-64 years,55-64,333,4762421,7
,California,6,2020,2020,Fallopian tube - Malignant neoplasms,C57.0,55-64 years,55-64,11,4762421,Unreliable
,California,6,2020,2020,Malignant neoplasm of prostate,C61,45-54 years,45-54,30,4910948,0.6
,California,6,2020,2020,Malignant neoplasm of prostate,C61,55-64 years,55-64,302,4762421,6.3
,California,6,2020,2020,"Malignant neoplasm of kidney, except renal pelvis",C64,45-54 years,45-54,91,4910948,1.9
,California,6,2020,2020,"Malignant neoplasm of kidney, except renal pelvis",C64,55-64 years,55-64,272,4762421,5.7
,California,6,2020,2020,"Bladder, unspecified - Malignant neoplasms",C67.9,45-54 years,45-54,24,4910948,0.5
,California,6,2020,2020,"Bladder, unspecified - Malignant neoplasms",C67.9,55-64 years,55-64,136,4762421,2.9
,California,6,2020,2020,Urethra - Malignant neoplasms,C68.0,55-64 years,55-64,10,4762421,Unreliable
,California,6,2020,2020,Frontal lobe - Malignant neoplasms,C71.1,55-64 years,55-64,12,4762421,Unreliable
,California,6,2020,2020,"Brain, unspecified - Malignant neoplasms",C71.9,45-54 years,45-54,205,4910948,4.2
,California,6,2020,2020,"Brain, unspecified - Malignant neoplasms",C71.9,55-64 years,55-64,408,4762421,8.6
,California,6,2020,2020,Malignant neoplasm of thyroid gland,C73,45-54 years,45-54,14,4910948,Unreliable
,California,6,2020,2020,Malignant neoplasm of thyroid gland,C73,55-64 years,55-64,41,4762421,0.9
,California,6,2020,2020,"Head, face and neck - Malignant neoplasms",C76.0,55-64 years,55-64,16,4762421,Unreliable
,California,6,2020,2020,Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms,C78.6,55-64 years,55-64,21,4762421,0.4
,California,6,2020,2020,Secondary malignant neoplasm of liver - Malignant neoplasms,C78.7,45-54 years,45-54,15,4910948,Unreliable
,California,6,2020,2020,Secondary malignant neoplasm of liver - Malignant neoplasms,C78.7,55-64 years,55-64,54,4762421,1.1
,California,6,2020,2020,Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms,C79.3,55-64 years,55-64,12,4762421,Unreliable
,California,6,2020,2020,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,45-54 years,45-54,11,4910948,Unreliable
,California,6,2020,2020,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,55-64 years,55-64,52,4762421,1.1
,California,6,2020,2020,Malignant neoplasm without specification of site,C80,45-54 years,45-54,133,4910948,2.7
,California,6,2020,2020,Malignant neoplasm without specification of site,C80,55-64 years,55-64,365,4762421,7.7
,California,6,2020,2020,"Hodgkin disease, unspecified",C81.9,45-54 years,45-54,10,4910948,Unreliable
,California,6,2020,2020,"Hodgkin disease, unspecified",C81.9,55-64 years,55-64,16,4762421,Unreliable
,California,6,2020,2020,Non-Hodgkin lymphoma small cleaved cell (diffuse),C83.1,55-64 years,55-64,13,4762421,Unreliable
,California,6,2020,2020,Non-Hodgkin lymphoma large cell (diffuse),C83.3,45-54 years,45-54,33,4910948,0.7
,California,6,2020,2020,Non-Hodgkin lymphoma large cell (diffuse),C83.3,55-64 years,55-64,71,4762421,1.5
,California,6,2020,2020,Other and unspecified T-cell lymphomas - Malignant neoplasms,C84.5,55-64 years,55-64,10,4762421,Unreliable
,California,6,2020,2020,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,45-54 years,45-54,11,4910948,Unreliable
,California,6,2020,2020,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,55-64 years,55-64,44,4762421,0.9
,California,6,2020,2020,"Non-Hodgkin lymphoma, unspecified type",C85.9,45-54 years,45-54,24,4910948,0.5
,California,6,2020,2020,"Non-Hodgkin lymphoma, unspecified type",C85.9,55-64 years,55-64,93,4762421,2
,California,6,2020,2020,Multiple myeloma - Malignant neoplasms,C90.0,45-54 years,45-54,57,4910948,1.2
,California,6,2020,2020,Multiple myeloma - Malignant neoplasms,C90.0,55-64 years,55-64,178,4762421,3.7
,California,6,2020,2020,Acute lymphoblastic leukaemia - Malignant neoplasms,C91.0,45-54 years,45-54,29,4910948,0.6
,California,6,2020,2020,Acute lymphoblastic leukaemia - Malignant neoplasms,C91.0,55-64 years,55-64,33,4762421,0.7
,California,6,2020,2020,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,55-64 years,55-64,31,4762421,0.7
,California,6,2020,2020,Acute myeloid leukaemia - Malignant neoplasms,C92.0,45-54 years,45-54,55,4910948,1.1
,California,6,2020,2020,Acute myeloid leukaemia - Malignant neoplasms,C92.0,55-64 years,55-64,144,4762421,3
,California,6,2020,2020,Chronic myeloid leukaemia - Malignant neoplasms,C92.1,55-64 years,55-64,13,4762421,Unreliable
,California,6,2020,2020,Acute leukaemia of unspecified cell type - Malignant neoplasms,C95.0,55-64 years,55-64,11,4762421,Unreliable
,California,6,2020,2020,"Leukaemia, unspecified - Malignant neoplasms",C95.9,55-64 years,55-64,15,4762421,Unreliable
,California,6,2020,2020,Malignant neoplasms of independent (primary) multiple sites,C97,45-54 years,45-54,16,4910948,Unreliable
,California,6,2020,2020,Malignant neoplasms of independent (primary) multiple sites,C97,55-64 years,55-64,60,4762421,1.3
,California,6,2020,2020,"Meninges, unspecified - Benign neoplasms",D32.9,55-64 years,55-64,11,4762421,Unreliable
,California,6,2020,2020,"Brain, unspecified - Uncertain neoplasms",D43.2,55-64 years,55-64,13,4762421,Unreliable
,California,6,2020,2020,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,55-64 years,55-64,36,4762421,0.8
,California,6,2020,2020,Chronic myeloproliferative disease - Uncertain neoplasms,D47.1,55-64 years,55-64,10,4762421,Unreliable
,Colorado,8,2019,2019,"Oesophagus, unspecified - Malignant neoplasms",C15.9,45-54 years,45-54,15,706150,Unreliable
,Colorado,8,2019,2019,"Oesophagus, unspecified - Malignant neoplasms",C15.9,55-64 years,55-64,48,713013,6.7
,Colorado,8,2019,2019,"Stomach, unspecified - Malignant neoplasms",C16.9,45-54 years,45-54,11,706150,Unreliable
,Colorado,8,2019,2019,"Stomach, unspecified - Malignant neoplasms",C16.9,55-64 years,55-64,15,713013,Unreliable
,Colorado,8,2019,2019,"Colon, unspecified - Malignant neoplasms",C18.9,45-54 years,45-54,41,706150,5.8
,Colorado,8,2019,2019,"Colon, unspecified - Malignant neoplasms",C18.9,55-64 years,55-64,81,713013,11.4
,Colorado,8,2019,2019,Malignant neoplasm of rectosigmoid junction,C19,55-64 years,55-64,18,713013,Unreliable
,Colorado,8,2019,2019,Malignant neoplasm of rectum,C20,45-54 years,45-54,10,706150,Unreliable
,Colorado,8,2019,2019,Malignant neoplasm of rectum,C20,55-64 years,55-64,19,713013,Unreliable
,Colorado,8,2019,2019,Liver cell carcinoma - Malignant neoplasms,C22.0,55-64 years,55-64,55,713013,7.7
,Colorado,8,2019,2019,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,55-64 years,55-64,31,713013,4.3
,Colorado,8,2019,2019,"Liver, unspecified - Malignant neoplasms",C22.9,55-64 years,55-64,20,713013,2.8
,Colorado,8,2019,2019,"Pancreas, unspecified - Malignant neoplasms",C25.9,45-54 years,45-54,32,706150,4.5
,Colorado,8,2019,2019,"Pancreas, unspecified - Malignant neoplasms",C25.9,55-64 years,55-64,111,713013,15.6
,Colorado,8,2019,2019,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,45-54 years,45-54,38,706150,5.4
,Colorado,8,2019,2019,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,55-64 years,55-64,252,713013,35.3
,Colorado,8,2019,2019,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,45-54 years,45-54,17,706150,Unreliable
,Colorado,8,2019,2019,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,55-64 years,55-64,29,713013,4.1
,Colorado,8,2019,2019,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,45-54 years,45-54,10,706150,Unreliable
,Colorado,8,2019,2019,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,55-64 years,55-64,17,713013,Unreliable
,Colorado,8,2019,2019,"Breast, unspecified - Malignant neoplasms",C50.9,45-54 years,45-54,58,706150,8.2
,Colorado,8,2019,2019,"Breast, unspecified - Malignant neoplasms",C50.9,55-64 years,55-64,120,713013,16.8
,Colorado,8,2019,2019,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,55-64 years,55-64,16,713013,Unreliable
,Colorado,8,2019,2019,Endometrium - Malignant neoplasms,C54.1,55-64 years,55-64,28,713013,3.9
,Colorado,8,2019,2019,"Malignant neoplasm of uterus, part unspecified",C55,55-64 years,55-64,10,713013,Unreliable
,Colorado,8,2019,2019,Malignant neoplasm of ovary,C56,45-54 years,45-54,16,706150,Unreliable
,Colorado,8,2019,2019,Malignant neoplasm of ovary,C56,55-64 years,55-64,50,713013,7
,Colorado,8,2019,2019,Malignant neoplasm of prostate,C61,55-64 years,55-64,44,713013,6.2
,Colorado,8,2019,2019,"Malignant neoplasm of kidney, except renal pelvis",C64,45-54 years,45-54,12,706150,Unreliable
,Colorado,8,2019,2019,"Malignant neoplasm of kidney, except renal pelvis",C64,55-64 years,55-64,30,713013,4.2
,Colorado,8,2019,2019,"Bladder, unspecified - Malignant neoplasms",C67.9,55-64 years,55-64,22,713013,3.1
,Colorado,8,2019,2019,"Brain, unspecified - Malignant neoplasms",C71.9,45-54 years,45-54,27,706150,3.8
,Colorado,8,2019,2019,"Brain, unspecified - Malignant neoplasms",C71.9,55-64 years,55-64,72,713013,10.1
,Colorado,8,2019,2019,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,55-64 years,55-64,11,713013,Unreliable
,Colorado,8,2019,2019,Malignant neoplasm without specification of site,C80,45-54 years,45-54,16,706150,Unreliable
,Colorado,8,2019,2019,Malignant neoplasm without specification of site,C80,55-64 years,55-64,62,713013,8.7
,Colorado,8,2019,2019,"Non-Hodgkin lymphoma, unspecified type",C85.9,55-64 years,55-64,11,713013,Unreliable
,Colorado,8,2019,2019,Multiple myeloma - Malignant neoplasms,C90.0,45-54 years,45-54,11,706150,Unreliable
,Colorado,8,2019,2019,Multiple myeloma - Malignant neoplasms,C90.0,55-64 years,55-64,31,713013,4.3
,Colorado,8,2019,2019,Acute myeloid leukaemia - Malignant neoplasms,C92.0,55-64 years,55-64,27,713013,3.8
,Colorado,8,2020,2020,"Oesophagus, unspecified - Malignant neoplasms",C15.9,45-54 years,45-54,17,704945,Unreliable
,Colorado,8,2020,2020,"Oesophagus, unspecified - Malignant neoplasms",C15.9,55-64 years,55-64,55,708745,7.8
,Colorado,8,2020,2020,"Stomach, unspecified - Malignant neoplasms",C16.9,55-64 years,55-64,18,708745,Unreliable
,Colorado,8,2020,2020,"Colon, unspecified - Malignant neoplasms",C18.9,45-54 years,45-54,45,704945,6.4
,Colorado,8,2020,2020,"Colon, unspecified - Malignant neoplasms",C18.9,55-64 years,55-64,84,708745,11.9
,Colorado,8,2020,2020,Malignant neoplasm of rectosigmoid junction,C19,45-54 years,45-54,14,704945,Unreliable
,Colorado,8,2020,2020,Malignant neoplasm of rectosigmoid junction,C19,55-64 years,55-64,11,708745,Unreliable
,Colorado,8,2020,2020,Malignant neoplasm of rectum,C20,45-54 years,45-54,10,704945,Unreliable
,Colorado,8,2020,2020,Malignant neoplasm of rectum,C20,55-64 years,55-64,37,708745,5.2
,Colorado,8,2020,2020,Liver cell carcinoma - Malignant neoplasms,C22.0,55-64 years,55-64,47,708745,6.6
,Colorado,8,2020,2020,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,55-64 years,55-64,24,708745,3.4
,Colorado,8,2020,2020,"Pancreas, unspecified - Malignant neoplasms",C25.9,45-54 years,45-54,33,704945,4.7
,Colorado,8,2020,2020,"Pancreas, unspecified - Malignant neoplasms",C25.9,55-64 years,55-64,110,708745,15.5
,Colorado,8,2020,2020,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,45-54 years,45-54,48,704945,6.8
,Colorado,8,2020,2020,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,55-64 years,55-64,262,708745,37
,Colorado,8,2020,2020,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,45-54 years,45-54,15,704945,Unreliable
,Colorado,8,2020,2020,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,55-64 years,55-64,32,708745,4.5
,Colorado,8,2020,2020,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,55-64 years,55-64,11,708745,Unreliable
,Colorado,8,2020,2020,"Breast, unspecified - Malignant neoplasms",C50.9,45-54 years,45-54,62,704945,8.8
,Colorado,8,2020,2020,"Breast, unspecified - Malignant neoplasms",C50.9,55-64 years,55-64,113,708745,15.9
,Colorado,8,2020,2020,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,45-54 years,45-54,11,704945,Unreliable
,Colorado,8,2020,2020,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,55-64 years,55-64,15,708745,Unreliable
,Colorado,8,2020,2020,Endometrium - Malignant neoplasms,C54.1,55-64 years,55-64,25,708745,3.5
,Colorado,8,2020,2020,Malignant neoplasm of ovary,C56,45-54 years,45-54,31,704945,4.4
,Colorado,8,2020,2020,Malignant neoplasm of ovary,C56,55-64 years,55-64,50,708745,7.1
,Colorado,8,2020,2020,Malignant neoplasm of prostate,C61,55-64 years,55-64,47,708745,6.6
,Colorado,8,2020,2020,"Malignant neoplasm of kidney, except renal pelvis",C64,55-64 years,55-64,32,708745,4.5
,Colorado,8,2020,2020,"Bladder, unspecified - Malignant neoplasms",C67.9,55-64 years,55-64,18,708745,Unreliable
,Colorado,8,2020,2020,"Brain, unspecified - Malignant neoplasms",C71.9,45-54 years,45-54,24,704945,3.4
,Colorado,8,2020,2020,"Brain, unspecified - Malignant neoplasms",C71.9,55-64 years,55-64,47,708745,6.6
,Colorado,8,2020,2020,Malignant neoplasm without specification of site,C80,45-54 years,45-54,21,704945,3
,Colorado,8,2020,2020,Malignant neoplasm without specification of site,C80,55-64 years,55-64,78,708745,11
,Colorado,8,2020,2020,Non-Hodgkin lymphoma large cell (diffuse),C83.3,55-64 years,55-64,12,708745,Unreliable
,Colorado,8,2020,2020,Multiple myeloma - Malignant neoplasms,C90.0,55-64 years,55-64,11,708745,Unreliable
,Colorado,8,2020,2020,Acute myeloid leukaemia - Malignant neoplasms,C92.0,55-64 years,55-64,27,708745,3.8
,Connecticut,9,2019,2019,"Oesophagus, unspecified - Malignant neoplasms",C15.9,55-64 years,55-64,52,513455,10.1
,Connecticut,9,2019,2019,"Stomach, unspecified - Malignant neoplasms",C16.9,55-64 years,55-64,25,513455,4.9
,Connecticut,9,2019,2019,"Colon, unspecified - Malignant neoplasms",C18.9,45-54 years,45-54,31,476905,6.5
,Connecticut,9,2019,2019,"Colon, unspecified - Malignant neoplasms",C18.9,55-64 years,55-64,64,513455,12.5
,Connecticut,9,2019,2019,Malignant neoplasm of rectum,C20,55-64 years,55-64,24,513455,4.7
,Connecticut,9,2019,2019,Liver cell carcinoma - Malignant neoplasms,C22.0,55-64 years,55-64,29,513455,5.6
,Connecticut,9,2019,2019,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,55-64 years,55-64,29,513455,5.6
,Connecticut,9,2019,2019,"Pancreas, unspecified - Malignant neoplasms",C25.9,45-54 years,45-54,26,476905,5.5
,Connecticut,9,2019,2019,"Pancreas, unspecified - Malignant neoplasms",C25.9,55-64 years,55-64,89,513455,17.3
,Connecticut,9,2019,2019,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,45-54 years,45-54,41,476905,8.6
,Connecticut,9,2019,2019,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,55-64 years,55-64,237,513455,46.2
,Connecticut,9,2019,2019,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,55-64 years,55-64,13,513455,Unreliable
,Connecticut,9,2019,2019,"Breast, unspecified - Malignant neoplasms",C50.9,45-54 years,45-54,55,476905,11.5
,Connecticut,9,2019,2019,"Breast, unspecified - Malignant neoplasms",C50.9,55-64 years,55-64,94,513455,18.3
,Connecticut,9,2019,2019,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,55-64 years,55-64,10,513455,Unreliable
,Connecticut,9,2019,2019,"Malignant neoplasm of uterus, part unspecified",C55,55-64 years,55-64,15,513455,Unreliable
,Connecticut,9,2019,2019,Malignant neoplasm of ovary,C56,45-54 years,45-54,14,476905,Unreliable
,Connecticut,9,2019,2019,Malignant neoplasm of ovary,C56,55-64 years,55-64,30,513455,5.8
,Connecticut,9,2019,2019,Malignant neoplasm of prostate,C61,55-64 years,55-64,30,513455,5.8
,Connecticut,9,2019,2019,"Malignant neoplasm of kidney, except renal pelvis",C64,55-64 years,55-64,24,513455,4.7
,Connecticut,9,2019,2019,"Bladder, unspecified - Malignant neoplasms",C67.9,55-64 years,55-64,15,513455,Unreliable
,Connecticut,9,2019,2019,"Brain, unspecified - Malignant neoplasms",C71.9,45-54 years,45-54,19,476905,Unreliable
,Connecticut,9,2019,2019,"Brain, unspecified - Malignant neoplasms",C71.9,55-64 years,55-64,54,513455,10.5
,Connecticut,9,2019,2019,Malignant neoplasm without specification of site,C80,45-54 years,45-54,27,476905,5.7
,Connecticut,9,2019,2019,Malignant neoplasm without specification of site,C80,55-64 years,55-64,73,513455,14.2
,Connecticut,9,2019,2019,Multiple myeloma - Malignant neoplasms,C90.0,55-64 years,55-64,14,513455,Unreliable
,Connecticut,9,2019,2019,Acute myeloid leukaemia - Malignant neoplasms,C92.0,55-64 years,55-64,21,513455,4.1
,Connecticut,9,2020,2020,"Oesophagus, unspecified - Malignant neoplasms",C15.9,45-54 years,45-54,11,460934,Unreliable
,Connecticut,9,2020,2020,"Oesophagus, unspecified - Malignant neoplasms",C15.9,55-64 years,55-64,36,512795,7
,Connecticut,9,2020,2020,"Stomach, unspecified - Malignant neoplasms",C16.9,45-54 years,45-54,14,460934,Unreliable
,Connecticut,9,2020,2020,"Stomach, unspecified - Malignant neoplasms",C16.9,55-64 years,55-64,22,512795,4.3
,Connecticut,9,2020,2020,"Colon, unspecified - Malignant neoplasms",C18.9,45-54 years,45-54,29,460934,6.3
,Connecticut,9,2020,2020,"Colon, unspecified - Malignant neoplasms",C18.9,55-64 years,55-64,62,512795,12.1
,Connecticut,9,2020,2020,Malignant neoplasm of rectum,C20,55-64 years,55-64,19,512795,Unreliable
,Connecticut,9,2020,2020,Liver cell carcinoma - Malignant neoplasms,C22.0,55-64 years,55-64,34,512795,6.6
,Connecticut,9,2020,2020,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,55-64 years,55-64,25,512795,4.9
,Connecticut,9,2020,2020,"Liver, unspecified - Malignant neoplasms",C22.9,55-64 years,55-64,20,512795,3.9
,Connecticut,9,2020,2020,"Pancreas, unspecified - Malignant neoplasms",C25.9,45-54 years,45-54,19,460934,Unreliable
,Connecticut,9,2020,2020,"Pancreas, unspecified - Malignant neoplasms",C25.9,55-64 years,55-64,83,512795,16.2
,Connecticut,9,2020,2020,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,45-54 years,45-54,60,460934,13
,Connecticut,9,2020,2020,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,55-64 years,55-64,230,512795,44.9
,Connecticut,9,2020,2020,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,55-64 years,55-64,13,512795,Unreliable
,Connecticut,9,2020,2020,"Breast, unspecified - Malignant neoplasms",C50.9,45-54 years,45-54,40,460934,8.7
,Connecticut,9,2020,2020,"Breast, unspecified - Malignant neoplasms",C50.9,55-64 years,55-64,98,512795,19.1
,Connecticut,9,2020,2020,Endometrium - Malignant neoplasms,C54.1,55-64 years,55-64,16,512795,Unreliable
,Connecticut,9,2020,2020,Malignant neoplasm of ovary,C56,55-64 years,55-64,30,512795,5.9
,Connecticut,9,2020,2020,Malignant neoplasm of prostate,C61,55-64 years,55-64,29,512795,5.7
,Connecticut,9,2020,2020,"Malignant neoplasm of kidney, except renal pelvis",C64,55-64 years,55-64,23,512795,4.5
,Connecticut,9,2020,2020,"Bladder, unspecified - Malignant neoplasms",C67.9,55-64 years,55-64,22,512795,4.3
,Connecticut,9,2020,2020,"Brain, unspecified - Malignant neoplasms",C71.9,45-54 years,45-54,21,460934,4.6
,Connecticut,9,2020,2020,"Brain, unspecified - Malignant neoplasms",C71.9,55-64 years,55-64,58,512795,11.3
,Connecticut,9,2020,2020,Malignant neoplasm without specification of site,C80,45-54 years,45-54,20,460934,4.3
,Connecticut,9,2020,2020,Malignant neoplasm without specification of site,C80,55-64 years,55-64,62,512795,12.1
,Connecticut,9,2020,2020,Multiple myeloma - Malignant neoplasms,C90.0,55-64 years,55-64,25,512795,4.9
,Connecticut,9,2020,2020,Acute myeloid leukaemia - Malignant neoplasms,C92.0,55-64 years,55-64,14,512795,Unreliable
,Delaware,10,2019,2019,"Oesophagus, unspecified - Malignant neoplasms",C15.9,55-64 years,55-64,10,137730,Unreliable
,Delaware,10,2019,2019,"Colon, unspecified - Malignant neoplasms",C18.9,55-64 years,55-64,17,137730,Unreliable
,Delaware,10,2019,2019,Liver cell carcinoma - Malignant neoplasms,C22.0,55-64 years,55-64,15,137730,Unreliable
,Delaware,10,2019,2019,"Liver, unspecified - Malignant neoplasms",C22.9,55-64 years,55-64,10,137730,Unreliable
,Delaware,10,2019,2019,"Pancreas, unspecified - Malignant neoplasms",C25.9,55-64 years,55-64,31,137730,22.5
,Delaware,10,2019,2019,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,45-54 years,45-54,16,118881,Unreliable
,Delaware,10,2019,2019,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,55-64 years,55-64,89,137730,64.6
,Delaware,10,2019,2019,"Breast, unspecified - Malignant neoplasms",C50.9,45-54 years,45-54,22,118881,18.5
,Delaware,10,2019,2019,"Breast, unspecified - Malignant neoplasms",C50.9,55-64 years,55-64,23,137730,16.7
,Delaware,10,2019,2019,Malignant neoplasm of ovary,C56,55-64 years,55-64,10,137730,Unreliable
,Delaware,10,2019,2019,Malignant neoplasm of prostate,C61,55-64 years,55-64,10,137730,Unreliable
,Delaware,10,2019,2019,"Bladder, unspecified - Malignant neoplasms",C67.9,55-64 years,55-64,11,137730,Unreliable
,Delaware,10,2019,2019,"Brain, unspecified - Malignant neoplasms",C71.9,55-64 years,55-64,13,137730,Unreliable
,Delaware,10,2019,2019,Malignant neoplasm without specification of site,C80,55-64 years,55-64,14,137730,Unreliable
,Delaware,10,2020,2020,"Oesophagus, unspecified - Malignant neoplasms",C15.9,55-64 years,55-64,11,139760,Unreliable
,Delaware,10,2020,2020,"Colon, unspecified - Malignant neoplasms",C18.9,55-64 years,55-64,28,139760,20
,Delaware,10,2020,2020,"Pancreas, unspecified - Malignant neoplasms",C25.9,55-64 years,55-64,33,139760,23.6
,Delaware,10,2020,2020,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,45-54 years,45-54,22,116561,18.9
,Delaware,10,2020,2020,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,55-64 years,55-64,98,139760,70.1
,Delaware,10,2020,2020,"Breast, unspecified - Malignant neoplasms",C50.9,55-64 years,55-64,32,139760,22.9
,Delaware,10,2020,2020,Malignant neoplasm of prostate,C61,55-64 years,55-64,10,139760,Unreliable
,Delaware,10,2020,2020,"Brain, unspecified - Malignant neoplasms",C71.9,55-64 years,55-64,11,139760,Unreliable
,District of Columbia,11,2019,2019,"Colon, unspecified - Malignant neoplasms",C18.9,55-64 years,55-64,16,69876,Unreliable
,District of Columbia,11,2019,2019,Liver cell carcinoma - Malignant neoplasms,C22.0,55-64 years,55-64,11,69876,Unreliable
,District of Columbia,11,2019,2019,"Pancreas, unspecified - Malignant neoplasms",C25.9,55-64 years,55-64,18,69876,Unreliable
,District of Columbia,11,2019,2019,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,55-64 years,55-64,42,69876,60.1
,District of Columbia,11,2019,2019,"Breast, unspecified - Malignant neoplasms",C50.9,45-54 years,45-54,11,74286,Unreliable
,District of Columbia,11,2019,2019,"Breast, unspecified - Malignant neoplasms",C50.9,55-64 years,55-64,25,69876,35.8
,District of Columbia,11,2019,2019,Malignant neoplasm without specification of site,C80,55-64 years,55-64,15,69876,Unreliable
,District of Columbia,11,2020,2020,"Colon, unspecified - Malignant neoplasms",C18.9,55-64 years,55-64,15,69799,Unreliable
,District of Columbia,11,2020,2020,Liver cell carcinoma - Malignant neoplasms,C22.0,55-64 years,55-64,14,69799,Unreliable
,District of Columbia,11,2020,2020,"Pancreas, unspecified - Malignant neoplasms",C25.9,55-64 years,55-64,12,69799,Unreliable
,District of Columbia,11,2020,2020,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,55-64 years,55-64,46,69799,65.9
,District of Columbia,11,2020,2020,"Breast, unspecified - Malignant neoplasms",C50.9,55-64 years,55-64,19,69799,Unreliable
