Notes,State,State Code,Year,Year Code,Cause of death,Cause of death Code,Gender,Gender Code,Deaths,Population,Crude Rate
,California,6,2020,2020,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,Female,F,4769,19790589,24.1
,California,6,2020,2020,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,Male,M,5326,19577489,27.2
,California,6,2020,2020,Malignant neoplasm of thymus,C37,Female,F,24,19790589,0.1
,California,6,2020,2020,Malignant neoplasm of thymus,C37,Male,M,30,19577489,0.2
,California,6,2020,2020,Mandible - Malignant neoplasms,C41.1,Female,F,12,19790589,Unreliable
,California,6,2020,2020,Mandible - Malignant neoplasms,C41.1,Male,M,16,19577489,Unreliable
,California,6,2020,2020,Vertebral column - Malignant neoplasms,C41.2,Male,M,10,19577489,Unreliable
,California,6,2020,2020,"Bone and articular cartilage, unspecified - Malignant neoplasms",C41.9,Female,F,60,19790589,0.3
,California,6,2020,2020,"Bone and articular cartilage, unspecified - Malignant neoplasms",C41.9,Male,M,91,19577489,0.5
,California,6,2020,2020,Malignant melanoma of other and unspecified parts of face - Malignant neoplasms,C43.3,Male,M,17,19577489,Unreliable
,California,6,2020,2020,Malignant melanoma of scalp and neck - Malignant neoplasms,C43.4,Female,F,10,19790589,Unreliable
,California,6,2020,2020,Malignant melanoma of scalp and neck - Malignant neoplasms,C43.4,Male,M,34,19577489,0.2
,California,6,2020,2020,Malignant melanoma of trunk - Malignant neoplasms,C43.5,Female,F,15,19790589,Unreliable
,California,6,2020,2020,Malignant melanoma of trunk - Malignant neoplasms,C43.5,Male,M,33,19577489,0.2
,California,6,2020,2020,"Malignant melanoma of upper limb, including shoulder - Malignant neoplasms",C43.6,Female,F,18,19790589,Unreliable
,California,6,2020,2020,"Malignant melanoma of upper limb, including shoulder - Malignant neoplasms",C43.6,Male,M,25,19577489,0.1
,California,6,2020,2020,"Malignant melanoma of lower limb, including hip - Malignant neoplasms",C43.7,Female,F,21,19790589,0.1
,California,6,2020,2020,"Malignant melanoma of lower limb, including hip - Malignant neoplasms",C43.7,Male,M,26,19577489,0.1
,California,6,2020,2020,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,Female,F,183,19790589,0.9
,California,6,2020,2020,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,Male,M,362,19577489,1.8
,California,6,2020,2020,Skin of other and unspecified parts of face - Malignant neoplasms,C44.3,Female,F,16,19790589,Unreliable
,California,6,2020,2020,Skin of other and unspecified parts of face - Malignant neoplasms,C44.3,Male,M,41,19577489,0.2
,California,6,2020,2020,Skin of scalp and neck - Malignant neoplasms,C44.4,Female,F,23,19790589,0.1
,California,6,2020,2020,Skin of scalp and neck - Malignant neoplasms,C44.4,Male,M,135,19577489,0.7
,California,6,2020,2020,Skin of trunk - Malignant neoplasms,C44.5,Female,F,10,19790589,Unreliable
,California,6,2020,2020,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",C44.9,Female,F,63,19790589,0.3
,California,6,2020,2020,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",C44.9,Male,M,145,19577489,0.7
,California,6,2020,2020,Mesothelioma of pleura - Malignant neoplasms,C45.0,Male,M,31,19577489,0.2
,California,6,2020,2020,Mesothelioma of peritoneum - Malignant neoplasms,C45.1,Male,M,11,19577489,Unreliable
,California,6,2020,2020,Mesothelioma of other sites - Malignant neoplasms,C45.7,Male,M,12,19577489,Unreliable
,California,6,2020,2020,"Mesothelioma, unspecified - Malignant neoplasms",C45.9,Female,F,51,19790589,0.3
,California,6,2020,2020,"Mesothelioma, unspecified - Malignant neoplasms",C45.9,Male,M,132,19577489,0.7
,California,6,2020,2020,Retroperitoneum - Malignant neoplasms,C48.0,Female,F,23,19790589,0.1
,California,6,2020,2020,Retroperitoneum - Malignant neoplasms,C48.0,Male,M,36,19577489,0.2
,California,6,2020,2020,"Peritoneum, unspecified - Malignant neoplasms",C48.2,Female,F,100,19790589,0.5
,California,6,2020,2020,"Peritoneum, unspecified - Malignant neoplasms",C48.2,Male,M,17,19577489,Unreliable
,California,6,2020,2020,"Connective and soft tissue of head, face and neck - Malignant neoplasms",C49.0,Male,M,13,19577489,Unreliable
,California,6,2020,2020,"Connective and soft tissue of lower limb, including hip - Malignant neoplasms",C49.2,Female,F,21,19790589,0.1
,California,6,2020,2020,"Connective and soft tissue of lower limb, including hip - Malignant neoplasms",C49.2,Male,M,28,19577489,0.1
,California,6,2020,2020,Connective and soft tissue of abdomen - Malignant neoplasms,C49.4,Female,F,32,19790589,0.2
,California,6,2020,2020,Connective and soft tissue of abdomen - Malignant neoplasms,C49.4,Male,M,48,19577489,0.2
,California,6,2020,2020,Connective and soft tissue of pelvis - Malignant neoplasms,C49.5,Female,F,17,19790589,Unreliable
,California,6,2020,2020,Connective and soft tissue of pelvis - Malignant neoplasms,C49.5,Male,M,11,19577489,Unreliable
,California,6,2020,2020,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,Female,F,178,19790589,0.9
,California,6,2020,2020,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,Male,M,172,19577489,0.9
,California,6,2020,2020,"Breast, unspecified - Malignant neoplasms",C50.9,Female,F,4496,19790589,22.7
,California,6,2020,2020,"Breast, unspecified - Malignant neoplasms",C50.9,Male,M,42,19577489,0.2
,California,6,2020,2020,"Vulva, unspecified - Malignant neoplasms",C51.9,Female,F,123,19790589,0.6
,California,6,2020,2020,Malignant neoplasm of vagina,C52,Female,F,40,19790589,0.2
,California,6,2020,2020,Endocervix - Malignant neoplasms,C53.0,Female,F,20,19790589,0.1
,California,6,2020,2020,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,Female,F,468,19790589,2.4
,California,6,2020,2020,Endometrium - Malignant neoplasms,C54.1,Female,F,809,19790589,4.1
,California,6,2020,2020,"Malignant neoplasm of uterus, part unspecified",C55,Female,F,532,19790589,2.7
,California,6,2020,2020,Malignant neoplasm of ovary,C56,Female,F,1531,19790589,7.7
,California,6,2020,2020,Fallopian tube - Malignant neoplasms,C57.0,Female,F,58,19790589,0.3
,California,6,2020,2020,"Female genital organ, unspecified - Malignant neoplasms",C57.9,Female,F,29,19790589,0.1
,California,6,2020,2020,"Penis, unspecified - Malignant neoplasms",C60.9,Male,M,32,19577489,0.2
,California,6,2020,2020,Malignant neoplasm of prostate,C61,Male,M,3824,19577489,19.5
,California,6,2020,2020,"Testis, unspecified - Malignant neoplasms",C62.9,Male,M,64,19577489,0.3
,California,6,2020,2020,"Malignant neoplasm of kidney, except renal pelvis",C64,Female,F,490,19790589,2.5
,California,6,2020,2020,"Malignant neoplasm of kidney, except renal pelvis",C64,Male,M,951,19577489,4.9
,California,6,2020,2020,Malignant neoplasm of renal pelvis,C65,Male,M,11,19577489,Unreliable
,California,6,2020,2020,Malignant neoplasm of ureter,C66,Female,F,12,19790589,Unreliable
,California,6,2020,2020,Malignant neoplasm of ureter,C66,Male,M,24,19577489,0.1
,California,6,2020,2020,"Bladder, unspecified - Malignant neoplasms",C67.9,Female,F,463,19790589,2.3
,California,6,2020,2020,"Bladder, unspecified - Malignant neoplasms",C67.9,Male,M,1185,19577489,6.1
,California,6,2020,2020,Urethra - Malignant neoplasms,C68.0,Female,F,13,19790589,Unreliable
,California,6,2020,2020,Urethra - Malignant neoplasms,C68.0,Male,M,22,19577489,0.1
,California,6,2020,2020,"Urinary organ, unspecified - Malignant neoplasms",C68.9,Male,M,18,19577489,Unreliable
,California,6,2020,2020,"Eye, unspecified - Malignant neoplasms",C69.9,Female,F,11,19790589,Unreliable
,California,6,2020,2020,"Eye, unspecified - Malignant neoplasms",C69.9,Male,M,11,19577489,Unreliable
,California,6,2020,2020,"Meninges, unspecified - Malignant neoplasms",C70.9,Female,F,14,19790589,Unreliable
,California,6,2020,2020,"Meninges, unspecified - Malignant neoplasms",C70.9,Male,M,13,19577489,Unreliable
,California,6,2020,2020,"Cerebrum, except lobes and ventricles - Malignant neoplasms",C71.0,Male,M,10,19577489,Unreliable
,California,6,2020,2020,Frontal lobe - Malignant neoplasms,C71.1,Female,F,20,19790589,0.1
,California,6,2020,2020,Frontal lobe - Malignant neoplasms,C71.1,Male,M,28,19577489,0.1
,California,6,2020,2020,Temporal lobe - Malignant neoplasms,C71.2,Male,M,25,19577489,0.1
,California,6,2020,2020,Parietal lobe - Malignant neoplasms,C71.3,Male,M,15,19577489,Unreliable
,California,6,2020,2020,Cerebellum - Malignant neoplasms,C71.6,Male,M,22,19577489,0.1
,California,6,2020,2020,Brain stem - Malignant neoplasms,C71.7,Male,M,14,19577489,Unreliable
,California,6,2020,2020,"Brain, unspecified - Malignant neoplasms",C71.9,Female,F,810,19790589,4.1
,California,6,2020,2020,"Brain, unspecified - Malignant neoplasms",C71.9,Male,M,1047,19577489,5.3
,California,6,2020,2020,Malignant neoplasm of thyroid gland,C73,Female,F,141,19790589,0.7
,California,6,2020,2020,Malignant neoplasm of thyroid gland,C73,Male,M,133,19577489,0.7
,California,6,2020,2020,"Adrenal gland, unspecified - Malignant neoplasms",C74.9,Female,F,25,19790589,0.1
,California,6,2020,2020,"Adrenal gland, unspecified - Malignant neoplasms",C74.9,Male,M,30,19577489,0.2
,California,6,2020,2020,"Head, face and neck - Malignant neoplasms",C76.0,Female,F,22,19790589,0.1
,California,6,2020,2020,"Head, face and neck - Malignant neoplasms",C76.0,Male,M,50,19577489,0.3
,California,6,2020,2020,Abdomen - Malignant neoplasms,C76.2,Female,F,42,19790589,0.2
,California,6,2020,2020,Abdomen - Malignant neoplasms,C76.2,Male,M,31,19577489,0.2
,California,6,2020,2020,Pelvis - Malignant neoplasms,C76.3,Female,F,31,19790589,0.2
,California,6,2020,2020,Secondary malignant neoplasm of lung - Malignant neoplasms,C78.0,Female,F,24,19790589,0.1
,California,6,2020,2020,Secondary malignant neoplasm of lung - Malignant neoplasms,C78.0,Male,M,15,19577489,Unreliable
,California,6,2020,2020,Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms,C78.6,Female,F,74,19790589,0.4
,California,6,2020,2020,Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms,C78.6,Male,M,25,19577489,0.1
,California,6,2020,2020,Secondary malignant neoplasm of liver - Malignant neoplasms,C78.7,Female,F,109,19790589,0.6
,California,6,2020,2020,Secondary malignant neoplasm of liver - Malignant neoplasms,C78.7,Male,M,146,19577489,0.7
,California,6,2020,2020,Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms,C79.3,Female,F,35,19790589,0.2
,California,6,2020,2020,Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms,C79.3,Male,M,40,19577489,0.2
,California,6,2020,2020,Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms,C79.5,Female,F,24,19790589,0.1
,California,6,2020,2020,Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms,C79.5,Male,M,33,19577489,0.2
,California,6,2020,2020,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,Female,F,76,19790589,0.4
,California,6,2020,2020,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,Male,M,155,19577489,0.8
,California,6,2020,2020,Malignant neoplasm without specification of site,C80,Female,F,1181,19790589,6
,California,6,2020,2020,Malignant neoplasm without specification of site,C80,Male,M,1176,19577489,6
,California,6,2020,2020,"Hodgkin disease, unspecified",C81.9,Female,F,53,19790589,0.3
,California,6,2020,2020,"Hodgkin disease, unspecified",C81.9,Male,M,74,19577489,0.4
,California,6,2020,2020,"Follicular non-Hodgkin lymphoma, unspecified",C82.9,Female,F,33,19790589,0.2
,California,6,2020,2020,"Follicular non-Hodgkin lymphoma, unspecified",C82.9,Male,M,48,19577489,0.2
,California,6,2020,2020,Non-Hodgkin lymphoma small cleaved cell (diffuse),C83.1,Female,F,28,19790589,0.1
,California,6,2020,2020,Non-Hodgkin lymphoma small cleaved cell (diffuse),C83.1,Male,M,77,19577489,0.4
,California,6,2020,2020,Non-Hodgkin lymphoma large cell (diffuse),C83.3,Female,F,226,19790589,1.1
,California,6,2020,2020,Non-Hodgkin lymphoma large cell (diffuse),C83.3,Male,M,292,19577489,1.5
,California,6,2020,2020,Burkitt tumor,C83.7,Male,M,12,19577489,Unreliable
,California,6,2020,2020,Peripheral T-cell lymphoma - Malignant neoplasms,C84.4,Male,M,21,19577489,0.1
,California,6,2020,2020,Other and unspecified T-cell lymphomas - Malignant neoplasms,C84.5,Female,F,35,19790589,0.2
,California,6,2020,2020,Other and unspecified T-cell lymphomas - Malignant neoplasms,C84.5,Male,M,71,19577489,0.4
,California,6,2020,2020,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,Female,F,188,19790589,0.9
,California,6,2020,2020,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,Male,M,229,19577489,1.2
,California,6,2020,2020,"Non-Hodgkin lymphoma, unspecified type",C85.9,Female,F,360,19790589,1.8
,California,6,2020,2020,"Non-Hodgkin lymphoma, unspecified type",C85.9,Male,M,452,19577489,2.3
,California,6,2020,2020,Waldenstr?m macroglobulinemia,C88.0,Female,F,18,19790589,Unreliable
,California,6,2020,2020,Waldenstr?m macroglobulinemia,C88.0,Male,M,30,19577489,0.2
,California,6,2020,2020,Multiple myeloma - Malignant neoplasms,C90.0,Female,F,559,19790589,2.8
,California,6,2020,2020,Multiple myeloma - Malignant neoplasms,C90.0,Male,M,733,19577489,3.7
,California,6,2020,2020,Plasma cell leukaemia - Malignant neoplasms,C90.1,Female,F,13,19790589,Unreliable
,California,6,2020,2020,Acute lymphoblastic leukaemia - Malignant neoplasms,C91.0,Female,F,101,19790589,0.5
,California,6,2020,2020,Acute lymphoblastic leukaemia - Malignant neoplasms,C91.0,Male,M,116,19577489,0.6
,California,6,2020,2020,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,Female,F,177,19790589,0.9
,California,6,2020,2020,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,Male,M,270,19577489,1.4
,California,6,2020,2020,Hairy-cell leukaemia - Malignant neoplasms,C91.4,Male,M,18,19577489,Unreliable
,California,6,2020,2020,"Lymphoid leukaemia, unspecified - Malignant neoplasms",C91.9,Female,F,12,19790589,Unreliable
,California,6,2020,2020,"Lymphoid leukaemia, unspecified - Malignant neoplasms",C91.9,Male,M,12,19577489,Unreliable
,California,6,2020,2020,Acute myeloid leukaemia - Malignant neoplasms,C92.0,Female,F,493,19790589,2.5
,California,6,2020,2020,Acute myeloid leukaemia - Malignant neoplasms,C92.0,Male,M,594,19577489,3
,California,6,2020,2020,Chronic myeloid leukaemia - Malignant neoplasms,C92.1,Female,F,47,19790589,0.2
,California,6,2020,2020,Chronic myeloid leukaemia - Malignant neoplasms,C92.1,Male,M,78,19577489,0.4
,California,6,2020,2020,Acute promyelocytic leukaemia - Malignant neoplasms,C92.4,Female,F,10,19790589,Unreliable
,California,6,2020,2020,Acute myelomonocytic leukaemia - Malignant neoplasms,C92.5,Female,F,14,19790589,Unreliable
,California,6,2020,2020,Acute myelomonocytic leukaemia - Malignant neoplasms,C92.5,Male,M,10,19577489,Unreliable
,California,6,2020,2020,Other myeloid leukaemia - Malignant neoplasms,C92.7,Female,F,24,19790589,0.1
,California,6,2020,2020,Other myeloid leukaemia - Malignant neoplasms,C92.7,Male,M,52,19577489,0.3
,California,6,2020,2020,"Myeloid leukaemia, unspecified - Malignant neoplasms",C92.9,Female,F,13,19790589,Unreliable
,California,6,2020,2020,"Myeloid leukaemia, unspecified - Malignant neoplasms",C92.9,Male,M,25,19577489,0.1
,California,6,2020,2020,Acute leukaemia of unspecified cell type - Malignant neoplasms,C95.0,Female,F,38,19790589,0.2
,California,6,2020,2020,Acute leukaemia of unspecified cell type - Malignant neoplasms,C95.0,Male,M,51,19577489,0.3
,California,6,2020,2020,"Leukaemia, unspecified - Malignant neoplasms",C95.9,Female,F,66,19790589,0.3
,California,6,2020,2020,"Leukaemia, unspecified - Malignant neoplasms",C95.9,Male,M,96,19577489,0.5
,California,6,2020,2020,Malignant neoplasms of independent (primary) multiple sites,C97,Female,F,184,19790589,0.9
,California,6,2020,2020,Malignant neoplasms of independent (primary) multiple sites,C97,Male,M,259,19577489,1.3
,California,6,2020,2020,Cerebral meninges - Benign neoplasms,D32.0,Female,F,21,19790589,0.1
,California,6,2020,2020,Cerebral meninges - Benign neoplasms,D32.0,Male,M,18,19577489,Unreliable
,California,6,2020,2020,"Meninges, unspecified - Benign neoplasms",D32.9,Female,F,44,19790589,0.2
,California,6,2020,2020,"Meninges, unspecified - Benign neoplasms",D32.9,Male,M,23,19577489,0.1
,California,6,2020,2020,"Liver, gallbladder and bile ducts - Uncertain neoplasms",D37.6,Male,M,11,19577489,Unreliable
,California,6,2020,2020,Other digestive organs - Uncertain neoplasms,D37.7,Female,F,16,19790589,Unreliable
,California,6,2020,2020,"Trachea, bronchus and lung - Uncertain neoplasms",D38.1,Female,F,11,19790589,Unreliable
,California,6,2020,2020,"Trachea, bronchus and lung - Uncertain neoplasms",D38.1,Male,M,20,19577489,0.1
,California,6,2020,2020,"Brain, unspecified - Uncertain neoplasms",D43.2,Female,F,48,19790589,0.2
,California,6,2020,2020,"Brain, unspecified - Uncertain neoplasms",D43.2,Male,M,33,19577489,0.2
,California,6,2020,2020,Polycythaemia vera,D45,Female,F,23,19790589,0.1
,California,6,2020,2020,Polycythaemia vera,D45,Male,M,14,19577489,Unreliable
,California,6,2020,2020,"Refractory anaemia, unspecified - Uncertain neoplasms",D46.4,Male,M,11,19577489,Unreliable
,California,6,2020,2020,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,Female,F,285,19790589,1.4
,California,6,2020,2020,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,Male,M,366,19577489,1.9
,California,6,2020,2020,Chronic myeloproliferative disease - Uncertain neoplasms,D47.1,Female,F,61,19790589,0.3
,California,6,2020,2020,Chronic myeloproliferative disease - Uncertain neoplasms,D47.1,Male,M,78,19577489,0.4
,California,6,2020,2020,Connective and other soft tissue - Uncertain neoplasms,D48.1,Female,F,13,19790589,Unreliable
,California,6,2020,2020,Connective and other soft tissue - Uncertain neoplasms,D48.1,Male,M,16,19577489,Unreliable
,California,6,2020,2020,Other specified sites - Uncertain neoplasms,D48.7,Female,F,14,19790589,Unreliable
,California,6,2020,2020,Other specified sites - Uncertain neoplasms,D48.7,Male,M,10,19577489,Unreliable
,California,6,2020,2020,"Neoplasm of uncertain or unknown behaviour, unspecified - Uncertain neoplasms",D48.9,Female,F,20,19790589,0.1
,California,6,2020,2020,"Neoplasm of uncertain or unknown behaviour, unspecified - Uncertain neoplasms",D48.9,Male,M,12,19577489,Unreliable
,Colorado,8,2019,2019,"Tongue, unspecified - Malignant neoplasms",C02.9,Female,F,10,2857388,Unreliable
,Colorado,8,2019,2019,"Tongue, unspecified - Malignant neoplasms",C02.9,Male,M,18,2901348,Unreliable
,Colorado,8,2019,2019,"Tonsil, unspecified - Malignant neoplasms",C09.9,Male,M,12,2901348,Unreliable
,Colorado,8,2019,2019,"Oropharynx, unspecified - Malignant neoplasms",C10.9,Male,M,14,2901348,Unreliable
,Colorado,8,2019,2019,"Oesophagus, unspecified - Malignant neoplasms",C15.9,Female,F,32,2857388,1.1
,Colorado,8,2019,2019,"Oesophagus, unspecified - Malignant neoplasms",C15.9,Male,M,171,2901348,5.9
,Colorado,8,2019,2019,Cardia - Malignant neoplasms,C16.0,Male,M,19,2901348,Unreliable
,Colorado,8,2019,2019,"Stomach, unspecified - Malignant neoplasms",C16.9,Female,F,47,2857388,1.6
,Colorado,8,2019,2019,"Stomach, unspecified - Malignant neoplasms",C16.9,Male,M,73,2901348,2.5
,Colorado,8,2019,2019,"Colon, unspecified - Malignant neoplasms",C18.9,Female,F,241,2857388,8.4
,Colorado,8,2019,2019,"Colon, unspecified - Malignant neoplasms",C18.9,Male,M,238,2901348,8.2
,Colorado,8,2019,2019,Malignant neoplasm of rectosigmoid junction,C19,Female,F,24,2857388,0.8
,Colorado,8,2019,2019,Malignant neoplasm of rectosigmoid junction,C19,Male,M,40,2901348,1.4
,Colorado,8,2019,2019,Malignant neoplasm of rectum,C20,Female,F,41,2857388,1.4
,Colorado,8,2019,2019,Malignant neoplasm of rectum,C20,Male,M,57,2901348,2
,Colorado,8,2019,2019,Liver cell carcinoma - Malignant neoplasms,C22.0,Female,F,52,2857388,1.8
,Colorado,8,2019,2019,Liver cell carcinoma - Malignant neoplasms,C22.0,Male,M,143,2901348,4.9
,Colorado,8,2019,2019,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,Female,F,59,2857388,2.1
,Colorado,8,2019,2019,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,Male,M,69,2901348,2.4
,Colorado,8,2019,2019,"Liver, unspecified - Malignant neoplasms",C22.9,Female,F,17,2857388,Unreliable
,Colorado,8,2019,2019,"Liver, unspecified - Malignant neoplasms",C22.9,Male,M,42,2901348,1.4
,Colorado,8,2019,2019,Malignant neoplasm of gallbladder,C23,Female,F,17,2857388,Unreliable
,Colorado,8,2019,2019,"Pancreas, unspecified - Malignant neoplasms",C25.9,Female,F,295,2857388,10.3
,Colorado,8,2019,2019,"Pancreas, unspecified - Malignant neoplasms",C25.9,Male,M,312,2901348,10.8
,Colorado,8,2019,2019,Ill-defined sites within the digestive system - Malignant neoplasms,C26.9,Female,F,13,2857388,Unreliable
,Colorado,8,2019,2019,Ill-defined sites within the digestive system - Malignant neoplasms,C26.9,Male,M,10,2901348,Unreliable
,Colorado,8,2019,2019,"Larynx, unspecified - Malignant neoplasms",C32.9,Male,M,28,2901348,1
,Colorado,8,2019,2019,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,Female,F,700,2857388,24.5
,Colorado,8,2019,2019,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,Male,M,748,2901348,25.8
,Colorado,8,2019,2019,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,Female,F,52,2857388,1.8
,Colorado,8,2019,2019,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,Male,M,102,2901348,3.5
,Colorado,8,2019,2019,Skin of scalp and neck - Malignant neoplasms,C44.4,Male,M,14,2901348,Unreliable
,Colorado,8,2019,2019,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",C44.9,Female,F,12,2857388,Unreliable
,Colorado,8,2019,2019,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",C44.9,Male,M,24,2901348,0.8
,Colorado,8,2019,2019,"Mesothelioma, unspecified - Malignant neoplasms",C45.9,Male,M,18,2901348,Unreliable
,Colorado,8,2019,2019,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,Female,F,35,2857388,1.2
,Colorado,8,2019,2019,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,Male,M,42,2901348,1.4
,Colorado,8,2019,2019,"Breast, unspecified - Malignant neoplasms",C50.9,Female,F,601,2857388,21
,Colorado,8,2019,2019,"Vulva, unspecified - Malignant neoplasms",C51.9,Female,F,23,2857388,0.8
,Colorado,8,2019,2019,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,Female,F,53,2857388,1.9
,Colorado,8,2019,2019,Endometrium - Malignant neoplasms,C54.1,Female,F,94,2857388,3.3
,Colorado,8,2019,2019,"Malignant neoplasm of uterus, part unspecified",C55,Female,F,54,2857388,1.9
,Colorado,8,2019,2019,Malignant neoplasm of ovary,C56,Female,F,216,2857388,7.6
,Colorado,8,2019,2019,Fallopian tube - Malignant neoplasms,C57.0,Female,F,10,2857388,Unreliable
,Colorado,8,2019,2019,"Female genital organ, unspecified - Malignant neoplasms",C57.9,Female,F,11,2857388,Unreliable
,Colorado,8,2019,2019,Malignant neoplasm of prostate,C61,Male,M,528,2901348,18.2
,Colorado,8,2019,2019,"Malignant neoplasm of kidney, except renal pelvis",C64,Female,F,58,2857388,2
,Colorado,8,2019,2019,"Malignant neoplasm of kidney, except renal pelvis",C64,Male,M,118,2901348,4.1
,Colorado,8,2019,2019,"Bladder, unspecified - Malignant neoplasms",C67.9,Female,F,53,2857388,1.9
,Colorado,8,2019,2019,"Bladder, unspecified - Malignant neoplasms",C67.9,Male,M,164,2901348,5.7
,Colorado,8,2019,2019,"Brain, unspecified - Malignant neoplasms",C71.9,Female,F,121,2857388,4.2
,Colorado,8,2019,2019,"Brain, unspecified - Malignant neoplasms",C71.9,Male,M,146,2901348,5
,Colorado,8,2019,2019,Malignant neoplasm of thyroid gland,C73,Female,F,10,2857388,Unreliable
,Colorado,8,2019,2019,Malignant neoplasm of thyroid gland,C73,Male,M,13,2901348,Unreliable
,Colorado,8,2019,2019,Secondary malignant neoplasm of liver - Malignant neoplasms,C78.7,Female,F,14,2857388,Unreliable
,Colorado,8,2019,2019,Secondary malignant neoplasm of liver - Malignant neoplasms,C78.7,Male,M,18,2901348,Unreliable
,Colorado,8,2019,2019,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,Female,F,11,2857388,Unreliable
,Colorado,8,2019,2019,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,Male,M,20,2901348,0.7
,Colorado,8,2019,2019,Malignant neoplasm without specification of site,C80,Female,F,223,2857388,7.8
,Colorado,8,2019,2019,Malignant neoplasm without specification of site,C80,Male,M,182,2901348,6.3
,Colorado,8,2019,2019,Non-Hodgkin lymphoma small cleaved cell (diffuse),C83.1,Male,M,14,2901348,Unreliable
,Colorado,8,2019,2019,Non-Hodgkin lymphoma large cell (diffuse),C83.3,Female,F,34,2857388,1.2
,Colorado,8,2019,2019,Non-Hodgkin lymphoma large cell (diffuse),C83.3,Male,M,37,2901348,1.3
,Colorado,8,2019,2019,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,Female,F,19,2857388,Unreliable
,Colorado,8,2019,2019,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,Male,M,34,2901348,1.2
,Colorado,8,2019,2019,"Non-Hodgkin lymphoma, unspecified type",C85.9,Female,F,39,2857388,1.4
,Colorado,8,2019,2019,"Non-Hodgkin lymphoma, unspecified type",C85.9,Male,M,60,2901348,2.1
,Colorado,8,2019,2019,Multiple myeloma - Malignant neoplasms,C90.0,Female,F,80,2857388,2.8
,Colorado,8,2019,2019,Multiple myeloma - Malignant neoplasms,C90.0,Male,M,107,2901348,3.7
,Colorado,8,2019,2019,Acute lymphoblastic leukaemia - Malignant neoplasms,C91.0,Female,F,10,2857388,Unreliable
,Colorado,8,2019,2019,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,Female,F,27,2857388,0.9
,Colorado,8,2019,2019,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,Male,M,44,2901348,1.5
,Colorado,8,2019,2019,Acute myeloid leukaemia - Malignant neoplasms,C92.0,Female,F,78,2857388,2.7
,Colorado,8,2019,2019,Acute myeloid leukaemia - Malignant neoplasms,C92.0,Male,M,77,2901348,2.7
,Colorado,8,2019,2019,Acute leukaemia of unspecified cell type - Malignant neoplasms,C95.0,Male,M,12,2901348,Unreliable
,Colorado,8,2019,2019,"Leukaemia, unspecified - Malignant neoplasms",C95.9,Male,M,17,2901348,Unreliable
,Colorado,8,2019,2019,Malignant neoplasms of independent (primary) multiple sites,C97,Female,F,29,2857388,1
,Colorado,8,2019,2019,Malignant neoplasms of independent (primary) multiple sites,C97,Male,M,38,2901348,1.3
,Colorado,8,2019,2019,"Brain, unspecified - Uncertain neoplasms",D43.2,Female,F,10,2857388,Unreliable
,Colorado,8,2019,2019,"Brain, unspecified - Uncertain neoplasms",D43.2,Male,M,10,2901348,Unreliable
,Colorado,8,2019,2019,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,Female,F,34,2857388,1.2
